,ZCTA,zip_level_facilities,zip_level_facilities_filtered,county_level_facilities,county_level_facilities_filtered
975,95380,7,2.0,145,74.0
976,95382,17,11.0,145,74.0
977,95386,4,4.0,145,74.0
978,95387,1,1.0,145,74.0
979,95388,1,1.0,74,50.0
980,95401,16,5.0,128,70.0
981,95403,14,8.0,128,70.0
982,95404,12,10.0,128,70.0
983,95405,15,9.0,128,70.0
984,95407,9,5.0,128,70.0
985,95409,8,6.0,128,70.0
986,95415,1,1.0,46,34.0
987,95422,5,3.0,24,16.0
988,95425,3,2.0,128,70.0
989,95428,1,1.0,46,34.0
990,95436,1,1.0,128,70.0
991,95437,13,9.0,46,34.0
992,95445,1,1.0,46,34.0
993,95446,2,2.0,128,70.0
994,95448,5,2.0,128,70.0
995,95451,2,2.0,24,16.0
996,95453,12,7.0,24,16.0
997,95454,2,2.0,46,34.0
998,95457,2,1.0,24,16.0
999,95458,1,1.0,24,16.0
1000,95461,1,1.0,24,16.0
1001,95462,1,0.0,128,70.0
1002,95465,1,1.0,128,70.0
1003,95467,1,1.0,24,16.0
1004,95468,3,3.0,46,34.0
1005,95470,1,1.0,46,34.0
1006,95472,6,5.0,128,70.0
1007,95476,12,6.0,128,70.0
1008,95482,17,12.0,46,34.0
1009,95490,7,4.0,46,34.0
1010,95492,4,3.0,128,70.0
1011,95501,21,13.0,74,53.0
1012,95503,8,3.0,74,53.0
1013,95519,4,2.0,74,53.0
1014,95521,10,8.0,74,53.0
1015,95526,2,2.0,74,53.0
1016,95531,13,7.0,17,11.0
1017,95536,1,1.0,74,53.0
1018,95540,11,8.0,74,53.0
1019,95542,3,2.0,74,53.0
1020,95546,2,2.0,74,53.0
1021,95548,1,1.0,17,11.0
1022,95553,1,1.0,74,53.0
1023,95556,1,1.0,74,53.0
1024,95560,5,5.0,74,53.0
1025,95562,1,1.0,74,53.0
1026,95565,2,2.0,74,53.0
1027,95567,3,3.0,17,11.0
1028,95573,2,2.0,74,53.0
1029,95602,6,2.0,61,21.0
1030,95603,11,3.0,61,21.0
1031,95605,2,1.0,42,26.0
1032,95608,17,3.0,324,115.0
1033,95610,9,3.0,324,115.0
1034,95616,6,3.0,42,26.0
1035,95618,1,0.0,42,26.0
1036,95619,1,0.0,39,27.0
1037,95620,6,3.0,108,51.0
1038,95621,4,3.0,324,115.0
1039,95624,8,0.0,324,115.0
1040,95626,1,1.0,324,115.0
1041,95627,1,1.0,42,26.0
1042,95628,6,0.0,324,115.0
1043,95630,18,7.0,324,115.0
1044,95632,3,2.0,324,115.0
1045,95634,1,1.0,39,27.0
1046,95640,2,1.0,11,6.0
1047,95642,7,3.0,11,6.0
1048,95648,2,0.0,61,21.0
1049,95660,9,8.0,324,115.0
1050,95661,28,10.0,61,21.0
1051,95662,9,0.0,324,115.0
1052,95663,3,3.0,61,21.0
1053,95667,10,6.0,39,27.0
1054,95669,1,1.0,11,6.0
1055,95670,9,1.0,324,115.0
1056,95673,1,1.0,324,115.0
1057,95677,1,0.0,61,21.0
1058,95678,4,1.0,61,21.0
1059,95682,5,4.0,39,27.0
1060,95685,1,1.0,11,6.0
1061,95687,10,5.0,108,51.0
1062,95688,8,3.0,108,51.0
1063,95691,8,5.0,42,26.0
1064,95694,1,1.0,42,26.0
1065,95695,17,10.0,42,26.0
1066,95709,1,1.0,39,27.0
1067,95736,1,1.0,61,21.0
1068,95742,7,1.0,324,115.0
1069,95746,2,0.0,61,21.0
1070,95747,1,0.0,61,21.0
1071,95757,1,0.0,324,115.0
1072,95758,11,1.0,324,115.0
1073,95762,3,1.0,39,27.0
1074,95765,1,0.0,61,21.0
1075,95776,6,5.0,42,26.0
1076,95811,10,6.0,324,115.0
1077,95814,6,2.0,324,115.0
1078,95815,18,6.0,324,115.0
1079,95816,14,9.0,324,115.0
1080,95817,10,6.0,324,115.0
1081,95818,4,2.0,324,115.0
1082,95819,3,2.0,324,115.0
1083,95820,8,6.0,324,115.0
1084,95821,7,3.0,324,115.0
1085,95822,3,0.0,324,115.0
1086,95823,27,16.0,324,115.0
1087,95824,3,2.0,324,115.0
1088,95825,26,8.0,324,115.0
1089,95826,4,1.0,324,115.0
1090,95827,12,2.0,324,115.0
1091,95828,8,2.0,324,115.0
1092,95829,1,1.0,324,115.0
1093,95831,6,0.0,324,115.0
1094,95832,1,0.0,324,115.0
1095,95833,3,0.0,324,115.0
1096,95834,16,3.0,324,115.0
1097,95838,4,2.0,324,115.0
1098,95841,11,1.0,324,115.0
1099,95842,1,1.0,324,115.0
1100,95843,3,3.0,324,115.0
1101,95864,2,0.0,324,115.0
1102,95901,14,9.0,19,13.0
1103,95912,2,2.0,12,8.0
1104,95919,1,1.0,19,13.0
1105,95926,26,14.0,85,53.0
1106,95928,12,1.0,353,103.0
1107,95932,8,5.0,12,8.0
1108,95936,2,2.0,4,3.0
1109,95945,23,14.0,33,21.0
1110,95946,1,1.0,33,21.0
1111,95947,1,1.0,12,9.0
1112,95948,5,4.0,85,53.0
1113,95951,1,1.0,13,11.0
1114,95953,2,1.0,32,17.0
1115,95954,2,2.0,85,53.0
1116,95959,1,1.0,33,21.0
1117,95961,2,1.0,19,13.0
1118,95962,2,2.0,19,13.0
1119,95963,5,4.0,13,11.0
1120,95965,6,5.0,85,53.0
1121,95966,17,13.0,85,53.0
1122,95969,6,6.0,85,53.0
1123,95971,3,2.0,12,9.0
1124,95973,12,5.0,85,53.0
1125,95987,2,1.0,12,8.0
1126,95988,7,6.0,13,11.0
1127,95991,22,12.0,32,17.0
1128,95993,8,4.0,32,17.0
1129,96001,32,22.0,93,65.0
1130,96002,19,8.0,93,65.0
1131,96003,13,10.0,93,65.0
1132,96007,4,2.0,93,65.0
1133,96009,3,3.0,11,8.0
1134,96013,7,7.0,93,65.0
1135,96015,1,1.0,8,6.0
1136,96019,4,4.0,93,65.0
1137,96020,3,2.0,12,9.0
1138,96021,4,4.0,16,11.0
1139,96022,2,2.0,93,65.0
1140,96023,3,2.0,24,18.0
1141,96025,1,1.0,24,18.0
1142,96027,1,1.0,24,18.0
1143,96028,5,3.0,93,65.0
1144,96055,1,1.0,16,11.0
1145,96056,2,2.0,93,65.0
1146,96057,1,1.0,24,18.0
1147,96065,2,2.0,93,65.0
1148,96067,8,6.0,24,18.0
1149,96069,1,1.0,93,65.0
1150,96080,11,6.0,16,11.0
1151,96084,1,1.0,93,65.0
1152,96088,1,1.0,93,65.0
1153,96093,6,4.0,7,5.0
1154,96094,3,2.0,24,18.0
1155,96097,4,2.0,24,18.0
1156,96101,4,3.0,8,6.0
1157,96103,1,1.0,12,9.0
1158,96104,3,2.0,8,6.0
1159,96107,1,1.0,4,4.0
1160,96118,2,1.0,4,3.0
1161,96122,4,3.0,12,9.0
1162,96130,7,4.0,11,8.0
1163,96134,3,3.0,24,18.0
1164,96137,1,1.0,11,8.0
1165,96143,1,1.0,61,21.0
1166,96150,17,14.0,39,27.0
1167,96161,8,5.0,33,21.0
1168,97415,1,0.0,1,0.0
