ZCTA,Total,Total Male%,Total Female%,Male: Under 5%,Male: 5 to 17%,Male: 18 to 39%,Male: 40 to 59%,Male: 60 and Over%,Female: Under 5%,Female: 5 to 17%,Female: 18 to 39%,Female: 40 to 59%,Female: 60 and Over%
90001,4381,0.507646656,0.492353344,0.068021,0.11892262,0.102716275,0.161150422,0.056836339,0.016434604,0.160465647,0.127368181,0.128509473,0.059575439
90002,59832,0.516613184,0.483386816,0.042184784,0.127824575,0.17435486,0.121791015,0.050457949,0.041833801,0.105344966,0.166599813,0.110810269,0.058797968
90003,53302,0.476942704,0.523057296,0.047277776,0.116487186,0.156729579,0.111853214,0.04459495,0.042549998,0.117443998,0.184402086,0.119732843,0.05892837
90004,73730,0.49009901,0.50990099,0.046263393,0.123314797,0.171504137,0.103078801,0.045937881,0.044391699,0.107134138,0.181201682,0.122663773,0.054509698
90005,60541,0.49279001,0.50720999,0.028823442,0.061297303,0.198989115,0.135924415,0.067755736,0.029269421,0.072380701,0.182537454,0.132307032,0.090715383
90006,39732,0.50440451,0.49559549,0.028415383,0.065790798,0.202406121,0.13867915,0.069113057,0.027031108,0.060178194,0.18055975,0.128611698,0.099214739
90007,59576,0.495065127,0.504934873,0.028350342,0.083087149,0.1944575,0.127114946,0.06205519,0.029693165,0.080921848,0.175137639,0.124865718,0.094316503
90008,42433,0.515565715,0.484434285,0.018523319,0.059222775,0.326161242,0.06563288,0.046025499,0.012608112,0.05116301,0.27624726,0.082153041,0.062262861
90010,31754,0.438432953,0.561567047,0.013100712,0.066164893,0.135478995,0.131007117,0.092681237,0.021729546,0.056528311,0.161774895,0.166026327,0.155507968
90011,3822,0.476713762,0.523286238,0.002878074,0.04526426,0.219518577,0.107012036,0.102040816,0.010204082,0.04447933,0.221350078,0.110936682,0.136316065
90012,111165,0.505797688,0.494202312,0.043376962,0.1167004,0.178221563,0.12142311,0.046075653,0.039949624,0.11571088,0.168587235,0.117599964,0.052354608
90013,36552,0.61829722,0.38170278,0.015484789,0.033185599,0.339352156,0.15561392,0.074660757,0.013432917,0.02311775,0.163274239,0.073511709,0.108366163
90014,12559,0.634525042,0.365474958,0.009554901,0.007166176,0.254080739,0.241500119,0.122223107,0.007484672,0.008042042,0.160761207,0.107572259,0.081614778
90015,8688,0.599217311,0.400782689,0.002302026,0.003453039,0.255639963,0.188075506,0.149746777,0.006445672,0.002417127,0.198664825,0.07861418,0.114640884
90016,22651,0.508454373,0.491545627,0.033464306,0.059644166,0.24418348,0.123923889,0.047238533,0.019425191,0.064191426,0.241490442,0.106706106,0.059732462
90017,45899,0.499357284,0.500642716,0.030719624,0.074860019,0.182727293,0.131636855,0.079413495,0.018671431,0.071984139,0.155123205,0.145406218,0.109457722
90018,27723,0.537640227,0.462359773,0.037838618,0.080691123,0.24658226,0.11117123,0.061356996,0.026584424,0.06882372,0.199004437,0.105147351,0.062799841
90019,53490,0.483529632,0.516470368,0.031164704,0.087006917,0.174780333,0.122938867,0.067638811,0.028584782,0.083249205,0.174742943,0.131632081,0.098261357
90020,64534,0.492438095,0.507561905,0.031425295,0.052282518,0.186924722,0.139414882,0.082390678,0.032726935,0.062494189,0.164998295,0.141181393,0.106161093
90021,39189,0.489218913,0.510781087,0.037867769,0.058358213,0.202684427,0.122687489,0.067621016,0.024267014,0.0621603,0.206460997,0.139503432,0.078389344
90022,2945,0.615619694,0.384380306,0.00713073,0.076400679,0.209168081,0.250594228,0.072325976,0.020033956,0.00950764,0.208149406,0.097453311,0.049235993
90023,67014,0.492568717,0.507431283,0.038096517,0.099382219,0.169173606,0.117229236,0.06868714,0.031217358,0.102978482,0.165771331,0.122765392,0.08469872
90024,46680,0.507390746,0.492609254,0.039224507,0.113774636,0.175278492,0.117352185,0.061760925,0.032754927,0.09991431,0.161289632,0.120072836,0.078577549
90025,51627,0.444806012,0.555193988,0.011970481,0.023805373,0.293974083,0.049760784,0.065295291,0.015708835,0.029403219,0.364073063,0.064578612,0.081430259
90026,46883,0.513213745,0.486786255,0.02220421,0.042254122,0.276048888,0.100270887,0.072435638,0.018343536,0.034618092,0.224409701,0.11046648,0.098948446
90027,68906,0.509737904,0.490262096,0.02512118,0.059094999,0.226845267,0.138565582,0.060110876,0.027631846,0.053231939,0.204829768,0.113865266,0.090703277
90028,44770,0.485392004,0.514607996,0.024637034,0.040026804,0.200446728,0.132365423,0.087916015,0.019231628,0.034085325,0.214540987,0.13127094,0.115479115
90029,29774,0.538422785,0.461577215,0.010411769,0.025089004,0.26909384,0.15469873,0.079129442,0.011452946,0.020722778,0.223718681,0.112816551,0.092866259
90031,36668,0.503681684,0.496318316,0.022690084,0.048925494,0.208846951,0.139249482,0.083969674,0.020835606,0.056507036,0.193220247,0.120186539,0.105568888
90032,39916,0.488550957,0.511449043,0.024902295,0.079291512,0.181531216,0.129246417,0.073579517,0.029737449,0.081771721,0.158783445,0.129647259,0.111509169
90033,48031,0.49268181,0.50731819,0.034061335,0.077387521,0.181528596,0.121671421,0.078032937,0.028231767,0.079053112,0.17161833,0.118798276,0.109616706
90034,49155,0.480520802,0.519479198,0.0335266,0.113803275,0.159841318,0.110283796,0.063065812,0.03838877,0.105075781,0.158986878,0.126070593,0.090957176
90035,53861,0.509422402,0.490577598,0.016821076,0.043890756,0.261190843,0.12703069,0.060489037,0.024637493,0.050221867,0.225023672,0.117450474,0.073244091
90036,27272,0.476679378,0.523320622,0.039417718,0.071868583,0.153894104,0.11799648,0.093502493,0.035347609,0.070841889,0.187408331,0.120233206,0.109489586
90037,37965,0.462004478,0.537995522,0.031871461,0.048597392,0.195969972,0.127538522,0.05802713,0.023732385,0.057052548,0.249440274,0.125115238,0.082655077
90038,67640,0.501596688,0.498403312,0.040257244,0.097161443,0.190227676,0.120653459,0.053296866,0.041573034,0.099482555,0.161531638,0.122028386,0.0737877
90039,28580,0.535864241,0.464135759,0.021763471,0.060916725,0.252379286,0.140202939,0.060601819,0.019944017,0.054618614,0.204688593,0.115395381,0.069489153
90040,29510,0.50064385,0.49935615,0.030599797,0.05367672,0.194442562,0.135750593,0.086174178,0.021856998,0.054320569,0.160420197,0.149813623,0.112944764
90041,12328,0.484993511,0.515006489,0.027903958,0.085739779,0.159393251,0.115996106,0.095960415,0.030499676,0.094013628,0.164422453,0.127514601,0.098556132
90042,29090,0.479305603,0.520694397,0.031969749,0.055448608,0.173427295,0.129804056,0.088655895,0.0224132,0.065898934,0.159779993,0.130491578,0.142110691
90043,63193,0.492839397,0.507160603,0.029686832,0.06535534,0.188865855,0.132846993,0.076084376,0.030224867,0.066162391,0.188296172,0.12934977,0.093127403
90044,45873,0.48374861,0.51625139,0.030933229,0.071937741,0.166742964,0.119765439,0.094369237,0.018725612,0.072853312,0.137226691,0.151309049,0.136136725
90045,99443,0.47170741,0.52829259,0.044457629,0.106865239,0.151865893,0.11377372,0.054744929,0.039560351,0.104894261,0.172520942,0.135012017,0.076305019
90046,40567,0.473019942,0.526980058,0.021717159,0.0511746,0.206152784,0.114378682,0.079596717,0.022801785,0.061453891,0.206843,0.127196983,0.108684399
90047,50900,0.544911591,0.455088409,0.016836935,0.021925344,0.248388998,0.165756385,0.092003929,0.012475442,0.025874263,0.212946955,0.112652259,0.091139489
90048,51411,0.446110755,0.553889245,0.032405516,0.071113186,0.148392367,0.114780883,0.079418801,0.034370076,0.079282644,0.157028651,0.145785921,0.137421953
90049,21489,0.452464051,0.547535949,0.022011262,0.022709293,0.194611196,0.134254735,0.078877565,0.02294197,0.025175671,0.253059705,0.119084183,0.127274419
90056,36418,0.459333297,0.540666703,0.030287221,0.065654347,0.129441485,0.120654621,0.113295623,0.022681092,0.062853534,0.176149157,0.140562359,0.138420561
90057,7649,0.387370898,0.612629102,0.008628579,0.069551575,0.057262387,0.136096222,0.115832135,0.026670153,0.077395738,0.138057262,0.149431298,0.22107465
90058,50152,0.545162705,0.454837295,0.033896953,0.085619716,0.234208008,0.126236242,0.065201787,0.031982772,0.072459722,0.16093077,0.106356676,0.083107354
90059,2718,0.418690213,0.581309787,0.023546726,0.149742458,0.1401766,0.079838116,0.025386313,0.05334805,0.184326711,0.157836645,0.164091244,0.021707138
90061,46185,0.474050016,0.525949984,0.05140197,0.128829707,0.152322183,0.091241745,0.050254412,0.043390711,0.119605933,0.18406409,0.118544982,0.060344268
90062,27873,0.475226922,0.524773078,0.039787608,0.096975568,0.162451118,0.116385032,0.059627597,0.044200481,0.094141284,0.178416389,0.127291644,0.080723281
90063,35916,0.478923043,0.521076957,0.034163047,0.083138434,0.168504288,0.119556744,0.07356053,0.032381111,0.081829825,0.1724858,0.14255485,0.09182537
90064,53980,0.492978881,0.507021119,0.035809559,0.09610967,0.180363097,0.116061504,0.06463505,0.036420897,0.100778066,0.16928492,0.117450908,0.083086328
90065,25925,0.494927676,0.505072324,0.029739634,0.078379942,0.154831244,0.131726133,0.100250723,0.028698168,0.057704918,0.144956606,0.152979749,0.120732883
90066,46461,0.499730957,0.500269043,0.030477174,0.070919696,0.172897699,0.140052948,0.08538344,0.032112955,0.065237511,0.168205592,0.129936936,0.104776049
90067,59167,0.503743641,0.496256359,0.024219582,0.059543327,0.188601754,0.136461203,0.094917775,0.029391384,0.049013808,0.177446888,0.135092197,0.105312083
90068,2428,0.460049423,0.539950577,0.026359143,0.02553542,0.059719934,0.083607908,0.264827018,0.014827018,0.011943987,0.099670511,0.105024712,0.308484349
90069,21092,0.512089892,0.487910108,0.019059359,0.026597762,0.170965295,0.201687844,0.093779632,0.015740565,0.047316518,0.167741324,0.158970226,0.098141475
90071,20230,0.586900643,0.413099357,0.00899654,0.017103312,0.225753831,0.203707365,0.131339595,0.005536332,0.022145329,0.179485912,0.104794859,0.101136925
90073,126,0.674603175,0.325396825,0,0,0.420634921,0.253968254,0,0,0,0,0.26984127,0.055555556
90077,953,0.900314795,0.099685205,0,0,0.227701994,0.314795383,0.357817419,0,0,0.054564533,0.0409234,0.004197272
90079,8382,0.488427583,0.511572417,0.03614889,0.083989501,0.072774994,0.134216178,0.16129802,0.032927702,0.06752565,0.098425197,0.149009783,0.163684085
90089,0,0,0,0,0,0,0,0,0,0,0,0,0
90090,3786,0.480454305,0.519545695,0,0.017432647,0.463021659,0,0,0,0.011093502,0.507131537,0.001320655,0
90094,0,0,0,0,0,0,0,0,0,0,0,0,0
90095,9827,0.467284013,0.532715987,0.045893966,0.042739391,0.191309657,0.136867813,0.050473186,0.059326346,0.072351684,0.206471965,0.139106543,0.055459448
90201,0,0,0,0,0,0,0,0,0,0,0,0,0
90210,101965,0.50453587,0.49546413,0.040023537,0.111871721,0.177953219,0.120747315,0.053940077,0.036934242,0.10569313,0.164634924,0.124081793,0.064120041
90211,19314,0.485658072,0.514341928,0.017810914,0.097235166,0.080666874,0.13482448,0.155120638,0.016257637,0.071140106,0.090245418,0.151392772,0.185305996
90212,8019,0.458660681,0.541339319,0.011223345,0.089537349,0.140915326,0.115101634,0.101883028,0.01858087,0.066342437,0.159745604,0.173088914,0.123581494
90220,13314,0.487306595,0.512693405,0.043488058,0.085924591,0.125431876,0.113639778,0.118822292,0.010440138,0.064143007,0.159230885,0.153222172,0.125657203
90221,52817,0.468315126,0.531684874,0.033095405,0.105382737,0.154325312,0.113751254,0.061760418,0.047598311,0.104890471,0.15729784,0.131965087,0.089933165
90222,51688,0.509073673,0.490926327,0.038364804,0.116545426,0.173018883,0.126006036,0.055138523,0.027685343,0.103118712,0.160017799,0.125986689,0.074117784
90230,33200,0.495271084,0.504728916,0.054668675,0.105180723,0.174518072,0.106837349,0.054066265,0.045481928,0.10746988,0.172259036,0.108554217,0.070963855
90232,32687,0.472083703,0.527916297,0.026922018,0.084008933,0.138158901,0.123260012,0.099733839,0.029920152,0.064674029,0.148682963,0.15859516,0.126043993
90240,14780,0.477266576,0.522733424,0.01826793,0.065087957,0.155548038,0.147699594,0.090663058,0.017726658,0.058389716,0.175710419,0.153585927,0.117320704
90241,26413,0.494150608,0.505849392,0.034377011,0.107068489,0.133040548,0.127550827,0.092113732,0.026312801,0.08382236,0.147503123,0.143527808,0.1046833
90242,43215,0.500960315,0.499039685,0.03052181,0.088279533,0.169131089,0.131875506,0.081152378,0.031030892,0.07751938,0.152169386,0.141686914,0.096633114
90245,42694,0.470206586,0.529793414,0.030730313,0.085679487,0.168196936,0.120555582,0.065044269,0.026889024,0.094181852,0.181641448,0.132641589,0.0944395
90247,16731,0.493574801,0.506425199,0.03197657,0.088757396,0.141952065,0.147869225,0.083019545,0.04130058,0.079672464,0.145299145,0.152112844,0.088040165
90248,48293,0.490071025,0.509928975,0.027664465,0.084152983,0.156979272,0.133539022,0.087735283,0.035222496,0.06822935,0.159546932,0.129832481,0.117097716
90249,11607,0.47902128,0.52097872,0.021366417,0.059619195,0.13379857,0.145343327,0.118893771,0.031274231,0.072800896,0.135263203,0.135693978,0.145946412
90250,26429,0.48609482,0.51390518,0.031934617,0.072609633,0.147716524,0.125619585,0.108214461,0.032085966,0.06447463,0.128343865,0.157062318,0.131938401
90254,97072,0.489667463,0.510332537,0.044080682,0.09204508,0.163167546,0.126885199,0.063488957,0.03592179,0.083051755,0.181319021,0.133292814,0.076747157
90255,19539,0.537437945,0.462562055,0.02983776,0.064947029,0.17273146,0.173499156,0.09642254,0.027278776,0.05655356,0.158042889,0.14458263,0.076104202
90260,75019,0.499113558,0.500886442,0.034124688,0.099241525,0.176288674,0.12836748,0.06109119,0.036937309,0.098015169,0.163025367,0.125728149,0.077180448
90262,34827,0.510896718,0.489103282,0.035920407,0.081919201,0.172222701,0.142303385,0.078531025,0.028139087,0.087432165,0.160277945,0.115772246,0.097481839
90263,70536,0.487892707,0.512107293,0.043935012,0.104074515,0.172606896,0.113105365,0.05417092,0.036903142,0.097949983,0.195389588,0.117188386,0.064676194
90265,1838,0.418933624,0.581066376,0,0.002176279,0.416757345,0,0,0,0.009793254,0.571273123,0,0
90266,17954,0.498440459,0.501559541,0.017823326,0.079258104,0.09073187,0.146206973,0.164420185,0.007073633,0.060599309,0.104433552,0.170881141,0.158571906
90270,35500,0.483239437,0.516760563,0.030197183,0.105211268,0.081774648,0.157183099,0.108873239,0.02915493,0.102647887,0.096422535,0.162985915,0.125549296
90272,27287,0.495474035,0.504525965,0.03763697,0.103272621,0.171290358,0.127973027,0.055301059,0.046945432,0.093890864,0.177117309,0.119507458,0.067064903
90274,21629,0.481899302,0.518100698,0.036155162,0.084007582,0.077488557,0.144713117,0.139534884,0.024920246,0.092653382,0.06361829,0.17037311,0.16653567
90275,25061,0.486373249,0.513626751,0.021308008,0.082877778,0.070667571,0.13782371,0.173696181,0.020390248,0.091696261,0.063165875,0.154981844,0.183392522
90277,42146,0.479618469,0.520381531,0.014734494,0.093081194,0.076068903,0.137830399,0.157903478,0.02031035,0.082166754,0.084539458,0.157689935,0.175675034
90278,34827,0.490424096,0.509575904,0.025296465,0.069457605,0.134866626,0.153903581,0.106899819,0.027076693,0.067217963,0.128118988,0.159416545,0.127745715
90280,40252,0.510409421,0.489590579,0.041314717,0.079350094,0.138626652,0.162451555,0.088666402,0.035401968,0.080666799,0.129434562,0.149284508,0.094802743
90290,94642,0.494769764,0.505230236,0.036305234,0.102037151,0.167927559,0.121056191,0.06744363,0.031899157,0.100008453,0.173823461,0.117717293,0.081781873
90291,5681,0.489878543,0.510121457,0.005104735,0.079739482,0.117584932,0.177961626,0.109487766,0.025523675,0.067241683,0.111424045,0.176905474,0.12902658
90292,26950,0.514137291,0.485862709,0.021298701,0.041447124,0.200556586,0.154285714,0.096549165,0.020593692,0.048460111,0.194879406,0.13257885,0.089350649
90293,23549,0.520616587,0.479383413,0.027432163,0.02348295,0.216442312,0.145356491,0.107902671,0.033037496,0.019024162,0.187948533,0.121151641,0.118221581
90301,12728,0.493086109,0.506913891,0.017834695,0.039912005,0.214252043,0.119578881,0.101508485,0.016027656,0.031662476,0.212209302,0.124921433,0.122093023
90302,38234,0.500470785,0.499529215,0.037898206,0.085709055,0.170214992,0.128655124,0.077993409,0.029528692,0.086022912,0.153214416,0.135769211,0.094993984
90303,30017,0.466202485,0.533797515,0.031815305,0.08868308,0.172302362,0.104574075,0.068827664,0.033281141,0.0954126,0.165739414,0.154845588,0.084518773
90304,24374,0.49417412,0.50582588,0.037047674,0.098875851,0.171986543,0.112825142,0.07343891,0.032165422,0.091737097,0.152539591,0.134815787,0.094567982
90305,25946,0.506706236,0.493293764,0.035304093,0.117397672,0.175017344,0.128266399,0.050720728,0.036845757,0.097972713,0.173976721,0.122292454,0.06220612
90401,15042,0.470216726,0.529783274,0.012963702,0.069671586,0.129969419,0.142002393,0.115609626,0.022270975,0.053982183,0.133226964,0.156628108,0.163675043
90402,7111,0.540149065,0.459850935,0.009703277,0.031500492,0.270988609,0.143720996,0.084235691,0.001687526,0.012937702,0.211643932,0.108001688,0.125580087
90403,11882,0.482242047,0.517757953,0.03307524,0.090472984,0.083487628,0.107978455,0.167227739,0.027015654,0.083487628,0.087779835,0.149133143,0.170341693
90404,23902,0.476696511,0.523303489,0.024684127,0.042004853,0.165843862,0.126642122,0.117521546,0.025395364,0.043427328,0.183499289,0.125135972,0.145845536
90405,22929,0.501112129,0.498887871,0.022547865,0.0639365,0.202451045,0.134240481,0.077936238,0.018797156,0.058223211,0.177678922,0.126564612,0.11762397
90501,28156,0.510228726,0.489771274,0.029443103,0.050717431,0.177546526,0.145581759,0.106939906,0.02521665,0.045567552,0.167850547,0.132405171,0.118731354
90502,41975,0.492269208,0.507730792,0.034234663,0.090196546,0.140941036,0.142132222,0.084764741,0.024871948,0.08771888,0.153782013,0.143037522,0.098320429
90503,17778,0.50478119,0.49521881,0.034199573,0.044605692,0.171391608,0.124085949,0.130498369,0.024299696,0.055686804,0.127123411,0.133367083,0.154741816
90504,44605,0.483869521,0.516130479,0.031722901,0.07234615,0.143391996,0.136419684,0.09998879,0.031229683,0.064903038,0.140230916,0.155363748,0.124403094
90505,33410,0.48320862,0.51679138,0.024663274,0.071176295,0.142681832,0.139898234,0.104788985,0.033882071,0.065219994,0.14055672,0.153307393,0.123825202
90506,37220,0.485760344,0.514239656,0.031085438,0.088178399,0.120499731,0.13471252,0.111284256,0.031998925,0.078828587,0.127270285,0.14970446,0.126437399
90601,0,0,0,0,0,0,0,0,0,0,0,0,0
90602,32053,0.475025739,0.524974261,0.022774779,0.072816897,0.157551555,0.125105294,0.096777213,0.031572708,0.079805322,0.155242879,0.134433594,0.123919758
90603,25581,0.497478597,0.502521403,0.033892342,0.093467808,0.180915523,0.11625816,0.072944764,0.031976858,0.080372151,0.176615457,0.122004613,0.091552324
90604,21584,0.505976649,0.494023351,0.035211268,0.079873981,0.134683099,0.143300593,0.112907709,0.027659377,0.083302446,0.149647887,0.125324314,0.108089325
90605,42911,0.485143669,0.514856331,0.030994384,0.085805504,0.165831605,0.125072825,0.077439351,0.029899093,0.093169584,0.162802079,0.126797325,0.10218825
90606,40192,0.499776075,0.500223925,0.03341461,0.097730892,0.152891123,0.136420183,0.079319268,0.029732285,0.089271497,0.156722731,0.130573248,0.093924164
90620,32987,0.507563586,0.492436414,0.029072059,0.091581532,0.166702034,0.136114227,0.084093734,0.029435838,0.071967745,0.151211083,0.137872495,0.101949253
90621,46414,0.478691774,0.521308226,0.022407032,0.081699487,0.158314302,0.12728918,0.088981773,0.029753954,0.073469212,0.15624596,0.138794329,0.123044771
90623,35598,0.514888477,0.485111523,0.045732906,0.085678971,0.179251643,0.132704084,0.071520872,0.023259734,0.082448452,0.148603854,0.137816731,0.092982752
90630,15662,0.497126804,0.502873196,0.023432512,0.085174307,0.124377474,0.150683182,0.113459328,0.016089899,0.055803856,0.140211978,0.155982633,0.13478483
90631,49205,0.485032009,0.514967991,0.025932324,0.092307692,0.120231684,0.152992582,0.093567727,0.021908343,0.087633371,0.129255157,0.159272432,0.116898689
90638,69064,0.488981235,0.511018765,0.032404726,0.087556469,0.150715279,0.130444226,0.087860535,0.035372987,0.075046334,0.156333256,0.137915557,0.106350631
90640,49227,0.487720154,0.512279846,0.031994637,0.068620879,0.155463465,0.125804944,0.105836228,0.018424848,0.068742763,0.161517054,0.125967457,0.137627725
90650,62730,0.484791966,0.515208034,0.02745098,0.085031086,0.168946278,0.113326957,0.090036665,0.032918859,0.078893671,0.157564164,0.12827993,0.117551411
90660,105304,0.498983894,0.501016106,0.036513333,0.088087822,0.168882474,0.127250627,0.078249639,0.036228443,0.081886728,0.162605409,0.12481957,0.095475955
90670,63001,0.477405121,0.522594879,0.02538055,0.082252663,0.150219838,0.13185505,0.087697021,0.02888843,0.090633482,0.161854574,0.126664656,0.114553737
90680,16700,0.478742515,0.521257485,0.027065868,0.084730539,0.153233533,0.114191617,0.099520958,0.029580838,0.079221557,0.153413174,0.139281437,0.119760479
90701,30531,0.479054076,0.520945924,0.032196784,0.09393731,0.154564213,0.12492221,0.073433559,0.036946055,0.088598474,0.156431168,0.132455537,0.10651469
90703,16801,0.469376823,0.530623177,0.023391465,0.075709779,0.154455092,0.118028689,0.097791798,0.025236593,0.078269151,0.18314386,0.123385513,0.12058806
90704,50589,0.495404139,0.504595861,0.022257803,0.079661587,0.122556287,0.130898021,0.140030441,0.019253197,0.065172271,0.114748265,0.144596651,0.160825476
90706,3979,0.502136215,0.497863785,0,0.123397839,0.105554159,0.152802212,0.120382006,0.031917567,0.09650666,0.104046243,0.139230963,0.126162352
90710,77195,0.487129995,0.512870005,0.032294838,0.095498413,0.160243539,0.125578081,0.073515124,0.037929918,0.089280394,0.162717793,0.132534491,0.09040741
90712,28045,0.474630059,0.525369941,0.031021572,0.087323944,0.14309146,0.12301658,0.090176502,0.029381351,0.086575147,0.15489392,0.132144767,0.122374755
90713,31217,0.47929013,0.52070987,0.038280424,0.072844924,0.144312394,0.140756639,0.083095749,0.029278919,0.078386776,0.145145273,0.154082711,0.11381619
90715,28202,0.500602794,0.499397206,0.032763634,0.081235373,0.154882632,0.131019077,0.100702078,0.035635771,0.065066307,0.144422381,0.147400894,0.106871853
90716,20256,0.477586888,0.522413112,0.023301738,0.084370063,0.160989336,0.12524684,0.08367891,0.032385466,0.08343207,0.16760466,0.142328199,0.096662717
90717,14285,0.508295415,0.491704585,0.035771789,0.102975149,0.180819041,0.133916696,0.054812741,0.036541827,0.096534827,0.152117606,0.120476024,0.086034302
90720,21508,0.490189697,0.509810303,0.044355589,0.063511252,0.13106751,0.130230612,0.121024735,0.035335689,0.067881718,0.160033476,0.13106751,0.11549191
90723,22261,0.482278424,0.517721576,0.026458829,0.099186919,0.113202462,0.128880104,0.11455011,0.014958897,0.090606891,0.113741521,0.155608463,0.142805804
90731,54513,0.504301726,0.495698274,0.037293857,0.118944105,0.165079889,0.128794966,0.054188909,0.029479207,0.099682645,0.169207345,0.128006164,0.069322914
90732,60659,0.492144612,0.507855388,0.033976821,0.076163471,0.159514664,0.134720322,0.087769333,0.0369772,0.084686526,0.151238893,0.133780643,0.101172126
90740,22780,0.47572432,0.52427568,0.030553117,0.059174715,0.135162423,0.130992098,0.119841967,0.02238806,0.07594381,0.120368745,0.144424934,0.161150132
90742,24307,0.464598675,0.535401325,0.022750648,0.053523676,0.080923191,0.112395606,0.195005554,0.011766158,0.042827169,0.089480397,0.118031843,0.273295758
90743,692,0.530346821,0.469653179,0.011560694,0.036127168,0.148843931,0.174855491,0.158959538,0,0.033236994,0.093930636,0.193641618,0.148843931
90744,236,0.546610169,0.453389831,0,0.097457627,0.101694915,0.156779661,0.190677966,0,0.097457627,0.046610169,0.110169492,0.199152542
90745,56880,0.502162447,0.497837553,0.044743319,0.108315752,0.169585091,0.117071027,0.062447257,0.036181435,0.099876934,0.173540788,0.117106188,0.071132208
90746,56930,0.49042684,0.50957316,0.032355524,0.083400667,0.152994906,0.126839979,0.094835763,0.024872651,0.072229053,0.15132619,0.134393114,0.126752152
90747,27075,0.481588181,0.518411819,0.023084026,0.066666667,0.150951062,0.117894737,0.12299169,0.012668513,0.072317636,0.137765466,0.141052632,0.154607572
90755,0,0,0,0,0,0,0,0,0,0,0,0,0
90802,11545,0.450844521,0.549155479,0.032135123,0.04443482,0.154785621,0.13763534,0.081853616,0.031615418,0.078475531,0.19246427,0.13477696,0.1118233
90803,38962,0.526487347,0.473512653,0.022509111,0.049715107,0.223679483,0.154098866,0.07648478,0.027411324,0.042425953,0.203608644,0.125121914,0.074944818
90804,32126,0.484809811,0.515190189,0.014380875,0.034738218,0.149785221,0.160057274,0.125848223,0.020544108,0.041555127,0.167185457,0.144711449,0.141194048
90805,39239,0.490455924,0.509544076,0.033410637,0.077270063,0.204133643,0.12423864,0.051402941,0.033028365,0.067280002,0.221004613,0.12765361,0.060577487
90806,95995,0.48659826,0.51340174,0.038126986,0.108859836,0.165081515,0.108630658,0.065899266,0.042252201,0.09850513,0.174165321,0.125673212,0.072805875
90807,41990,0.49445106,0.50554894,0.041438438,0.094403429,0.180995475,0.11595618,0.061657538,0.035556085,0.082638724,0.171921886,0.131578947,0.083853298
90808,32202,0.505900255,0.494099745,0.025867959,0.079808708,0.150208062,0.135457425,0.114558102,0.028818086,0.052015403,0.139898143,0.15660518,0.116762934
90810,39330,0.495601322,0.504398678,0.02761251,0.087185355,0.126798881,0.145003814,0.109000763,0.027078566,0.071497585,0.121027206,0.158047292,0.126748029
90813,37251,0.48471182,0.51528818,0.032831333,0.085635285,0.162948646,0.125312072,0.077984484,0.02735497,0.093420311,0.168478699,0.12617111,0.099863091
90814,58380,0.502809181,0.497190819,0.041932169,0.104813292,0.19150394,0.111065433,0.053494347,0.042360397,0.101884207,0.181808839,0.105224392,0.065912984
90815,19685,0.467970536,0.532029464,0.025755652,0.055422911,0.171704343,0.137414275,0.077673355,0.029362459,0.047040894,0.210261621,0.1497587,0.095605791
90822,41312,0.487872773,0.512127227,0.029192486,0.066300349,0.165617738,0.132382843,0.094379357,0.027183385,0.060345662,0.176486251,0.132624903,0.115487026
90831,133,0.834586466,0.165413534,0,0,0,0.067669173,0.766917293,0,0,0,0.135338346,0.030075188
91001,0,0,0,0,0,0,0,0,0,0,0,0,0
91006,37818,0.491723518,0.508276482,0.029509757,0.081627796,0.123248189,0.148394944,0.108942831,0.023771749,0.062271934,0.120947697,0.156882966,0.144402137
91007,32958,0.484434735,0.515565265,0.030280964,0.083894654,0.116451241,0.142302324,0.111505553,0.01859943,0.089507858,0.10483039,0.160567996,0.142059591
91008,34116,0.469105405,0.530894595,0.026028843,0.084535115,0.117481534,0.121116192,0.119943721,0.021133779,0.07744167,0.118155704,0.156612733,0.157550709
91010,1084,0.450184502,0.549815498,0.019372694,0.045202952,0.092250923,0.107933579,0.185424354,0.026752768,0.042435424,0.110701107,0.128228782,0.241697417
91011,26380,0.465769522,0.534230478,0.020849128,0.068460955,0.147232752,0.13373768,0.095489007,0.028430629,0.068764215,0.154927976,0.142797574,0.139310083
91016,20301,0.484261859,0.515738141,0.03044185,0.098517314,0.094478105,0.131422097,0.129402492,0.024087483,0.107137579,0.083690459,0.164080587,0.136742032
91020,41105,0.486485829,0.513514171,0.025106435,0.085099136,0.145310789,0.141661598,0.08930787,0.021676195,0.072448607,0.142367109,0.161780805,0.115241455
91024,8633,0.475500985,0.524499015,0.015174331,0.082010888,0.149079115,0.141202363,0.088034287,0.016448512,0.078999189,0.138074829,0.156724198,0.134252288
91030,10932,0.464416392,0.535583608,0.018935236,0.064306623,0.094401756,0.158251006,0.128521771,0.022502744,0.076472741,0.093944383,0.160995243,0.181668496
91040,25637,0.490306978,0.509693022,0.026953232,0.112181613,0.116394274,0.14802824,0.08674962,0.025783048,0.080781683,0.136014354,0.167648321,0.099465616
91042,20049,0.493790214,0.506209786,0.024090977,0.056511547,0.127487655,0.161953215,0.12374682,0.022295376,0.05461619,0.118160507,0.156366901,0.154770812
