ZCTA,Total,Total Male%,Total Female%,Male: Under 5%,Male: 5 to 17%,Male: 18 to 39%,Male: 40 to 59%,Male: 60 and Over%,Female: Under 5%,Female: 5 to 17%,Female: 18 to 39%,Female: 40 to 59%,Female: 60 and Over%
93653,540,0.57037037,0.42962963,0.057407407,0.062962963,0.216666667,0.161111111,0.072222222,0.022222222,0.053703704,0.162962963,0.112962963,0.077777778
93654,1377,0.502541757,0.497458243,0.015976761,0.076252723,0.051561365,0.230936819,0.127814089,0.02832244,0.074074074,0.09513435,0.137254902,0.162672476
93656,30373,0.506502486,0.493497514,0.051065091,0.10973562,0.148157903,0.114904685,0.082639186,0.041089125,0.099924275,0.140157377,0.115925328,0.096401409
93657,5806,0.499655529,0.500344471,0.037202894,0.077161557,0.176024802,0.106441612,0.102824664,0.053393042,0.099207716,0.145194626,0.103341371,0.099207716
93660,35666,0.51219649,0.48780351,0.037710985,0.111646947,0.152554253,0.133600628,0.076683676,0.041580216,0.106263668,0.125834128,0.112572198,0.1015533
93662,4090,0.481418093,0.518581907,0.049388753,0.111491443,0.168459658,0.095843521,0.056234719,0.045476773,0.143520782,0.142787286,0.124449878,0.062347188
93664,30725,0.505907242,0.494092758,0.036615134,0.117428804,0.168006509,0.115313263,0.068543531,0.041952807,0.103466233,0.150431245,0.104377543,0.093864931
93665,380,0.581578947,0.418421053,0,0.063157895,0.071052632,0.160526316,0.286842105,0,0,0,0.171052632,0.247368421
93666,752,0.430851064,0.569148936,0,0.049202128,0.128989362,0.191489362,0.061170213,0.099734043,0.214095745,0.131648936,0.061170213,0.0625
93667,866,0.515011547,0.484988453,0.087759815,0.142032333,0.131639723,0.130484988,0.023094688,0.050808314,0.147806005,0.173210162,0.065819861,0.047344111
93668,2405,0.46985447,0.53014553,0.008731809,0.098960499,0.088981289,0.126403326,0.146777547,0.011226611,0.123076923,0.107276507,0.128066528,0.16049896
93669,1219,0.553732568,0.446267432,0,0.20754717,0.048400328,0.184577523,0.113207547,0.016406891,0.131255127,0.105824446,0.138638228,0.05414274
93673,238,0.411764706,0.588235294,0,0.042016807,0,0.096638655,0.273109244,0,0.058823529,0.050420168,0.277310924,0.201680672
93675,754,0.473474801,0.526525199,0.029177719,0.104774536,0.153846154,0.094164456,0.091511936,0.035809019,0.140583554,0.165782493,0.096816976,0.087533156
93701,3905,0.539564661,0.460435339,0.049423816,0.126248399,0.088604353,0.132394366,0.142893726,0.042253521,0.055057618,0.09731114,0.141613316,0.124199744
93702,10166,0.478359237,0.521640763,0.064332087,0.096104663,0.177749361,0.087743459,0.052429668,0.043379894,0.120893173,0.176470588,0.129352744,0.051544364
93703,43601,0.508887411,0.491112589,0.047315429,0.114194629,0.178642692,0.106786542,0.06194812,0.039356895,0.114057017,0.164170547,0.102979289,0.070548841
93704,32754,0.492886365,0.507113635,0.042223851,0.123191061,0.166605605,0.100201502,0.060664346,0.047261403,0.101361666,0.161690175,0.113268608,0.083531782
93705,29740,0.48137189,0.51862811,0.031136516,0.085574983,0.154438467,0.124041695,0.086180229,0.037424344,0.083120377,0.151546738,0.131674512,0.114862139
93706,36808,0.489458813,0.510541187,0.051836557,0.098538361,0.160725929,0.104895675,0.073462291,0.041431211,0.097505977,0.15703108,0.117990654,0.096582265
93710,40586,0.503621939,0.496378061,0.040284827,0.117133987,0.157615927,0.110752476,0.077834721,0.04713448,0.122653132,0.148400926,0.096314,0.081875524
93711,33448,0.474467831,0.525532169,0.036893088,0.06774695,0.215827553,0.077553217,0.076447022,0.038806506,0.064876824,0.237652475,0.08182851,0.102367855
93720,38007,0.480990344,0.519009656,0.024995396,0.066356198,0.139658484,0.112689768,0.137290499,0.022785276,0.067277081,0.140132081,0.122293262,0.166521956
93721,47081,0.470699433,0.529300567,0.030819226,0.092839999,0.148467535,0.115418109,0.083154563,0.025870309,0.083388203,0.152290733,0.148297615,0.119453707
93722,7650,0.659869281,0.340130719,0.01254902,0.053333333,0.349150327,0.163398693,0.081437908,0.010196078,0.049019608,0.142745098,0.068235294,0.069934641
93723,84621,0.49641342,0.50358658,0.045177911,0.108424623,0.175760154,0.108968223,0.058082509,0.03605488,0.109358197,0.16933149,0.117275854,0.07156616
93725,13936,0.480410448,0.519589552,0.034873708,0.109931114,0.12543054,0.135691734,0.074483352,0.041044776,0.103114237,0.160591274,0.130238232,0.084601033
93726,27214,0.493422503,0.506577497,0.044903359,0.124604983,0.173587124,0.091533769,0.058793268,0.05100316,0.111303006,0.16410671,0.106599544,0.073565077
93727,42824,0.492574257,0.507425743,0.039744069,0.097328601,0.18909957,0.091981132,0.074420885,0.04798711,0.10351672,0.186320755,0.095997571,0.073603587
93728,84449,0.496903457,0.503096543,0.048301342,0.113346517,0.162808322,0.106135064,0.066312212,0.043351609,0.10860993,0.161730749,0.105839027,0.083565229
93730,16574,0.514963195,0.485036805,0.057499698,0.069385785,0.214009895,0.113128997,0.06093882,0.043381199,0.096476409,0.161819718,0.120188247,0.063171232
93901,12770,0.488880188,0.511119812,0.032028191,0.104698512,0.105403289,0.122083007,0.124667189,0.021456539,0.104072044,0.118324197,0.152310102,0.11495693
93905,28194,0.502021707,0.497978293,0.038057743,0.094310846,0.169220402,0.109633255,0.090799461,0.040221324,0.087784635,0.151237852,0.118606796,0.100127687
93906,60531,0.517288662,0.482711338,0.050403925,0.137830203,0.183145826,0.101105219,0.044803489,0.043101882,0.124316466,0.16928516,0.099321009,0.046686822
93907,64348,0.494964878,0.505035122,0.034437745,0.105069311,0.171598185,0.118403058,0.06545658,0.044181637,0.104587555,0.164604961,0.116476037,0.075184932
93908,23299,0.488819263,0.511180737,0.023992446,0.076054766,0.143182111,0.127602043,0.117987896,0.023992446,0.088458732,0.127859565,0.145714408,0.125155586
93920,12398,0.494434586,0.505565414,0.014357154,0.079932247,0.108727214,0.127923859,0.163494112,0.034199064,0.080980803,0.09259558,0.155831586,0.14195838
93921,1545,0.536569579,0.463430421,0.03171521,0.062135922,0.188349515,0.108737864,0.145631068,0.022006472,0.082200647,0.196116505,0.078964401,0.084142395
93923,3316,0.476779252,0.523220748,0,0.060916767,0.073884198,0.116103739,0.225874548,0.016586248,0.051266586,0.060313631,0.148371532,0.24668275
93924,12837,0.459842642,0.540157358,0.018150658,0.070733037,0.04798629,0.106644855,0.216327802,0.014177767,0.06956454,0.041676404,0.134065592,0.280673054
93925,6514,0.46822229,0.53177771,0.023027326,0.048971446,0.069389008,0.131409272,0.195425238,0.010132023,0.102087811,0.055879644,0.170862757,0.192815474
93926,2073,0.489628558,0.510371442,0.033285094,0.132175591,0.159671973,0.119633382,0.044862518,0.045344911,0.11577424,0.17366136,0.123492523,0.052098408
93927,9171,0.527750518,0.472249482,0.050158107,0.129865882,0.160396903,0.124413913,0.062915713,0.034783557,0.103914513,0.166285029,0.108930324,0.058336059
93928,18812,0.499096321,0.500903679,0.045396555,0.132256007,0.170901552,0.094035722,0.056506485,0.064745907,0.111524559,0.164363172,0.102913034,0.057357006
93930,854,0.809133489,0.190866511,0,0.039812646,0.769320843,0,0,0,0.019906323,0.170960187,0,0
93932,17067,0.523817894,0.476182106,0.051385715,0.111150173,0.174840335,0.127556102,0.058885569,0.038202379,0.117126619,0.144606551,0.114431359,0.061815199
93933,709,0.500705219,0.499294781,0.052186178,0.15796897,0.042313117,0.133991537,0.114245416,0,0.077574048,0.170662906,0.114245416,0.136812412
93940,25442,0.471464508,0.528535492,0.043117679,0.074561748,0.163312633,0.103293766,0.087178681,0.039108561,0.071810392,0.186384718,0.124400597,0.106831224
93943,32236,0.497828515,0.502171485,0.025158208,0.051122968,0.192331555,0.119245564,0.10997022,0.021776895,0.055559002,0.156346941,0.116670803,0.151817843
93950,0,0,0,0,0,0,0,0,0,0,0,0,0
93953,15547,0.452756159,0.547243841,0.017752621,0.079050621,0.090692738,0.126583907,0.138676272,0.017431016,0.07313308,0.109410176,0.13976973,0.207499839
93954,4028,0.479890765,0.520109235,0.005461768,0.084160874,0.070506455,0.077209533,0.242552135,0,0.035998014,0.11469712,0.110476663,0.258937438
93955,551,0.453720508,0.546279492,0.043557169,0.108892922,0.09800363,0.137931034,0.065335753,0.085299456,0.141560799,0.163339383,0.099818512,0.056261343
93960,34566,0.508418677,0.491581323,0.048863045,0.090927501,0.171208702,0.125296534,0.072122895,0.035786611,0.071457502,0.179916681,0.116530695,0.087889834
93962,26966,0.677149002,0.322850998,0.038900838,0.087925536,0.236668397,0.253244827,0.060409404,0.023251502,0.079433361,0.099161908,0.08151005,0.039494178
94002,414,0.54589372,0.45410628,0,0.041062802,0.246376812,0.161835749,0.096618357,0,0,0.077294686,0.188405797,0.188405797
94005,27155,0.496961885,0.503038115,0.031007181,0.094568219,0.133198306,0.136807218,0.101380961,0.02393666,0.080243049,0.128042718,0.152237157,0.118578531
94010,4697,0.483713008,0.516286992,0.034277198,0.046199702,0.109005748,0.15520545,0.13902491,0.036619119,0.062593145,0.135192676,0.161592506,0.120289547
94014,42760,0.480682881,0.519317119,0.029139383,0.094574369,0.100841908,0.143592142,0.11253508,0.026870907,0.089429373,0.126333022,0.15818522,0.118498597
94015,49170,0.497498475,0.502501525,0.02342892,0.063453325,0.177730323,0.125645719,0.107240187,0.022330689,0.058307911,0.161175514,0.124933903,0.135753508
94019,65041,0.491858981,0.508141019,0.021278886,0.05390446,0.185329254,0.129303055,0.102043327,0.022693378,0.05396596,0.165418736,0.134499777,0.131563168
94020,20512,0.476306552,0.523693448,0.021694618,0.074395476,0.106961778,0.145475819,0.127778861,0.022133385,0.06849649,0.115152106,0.163562793,0.154348674
94021,1697,0.58338244,0.41661756,0.057159694,0.034767236,0.148497348,0.152622275,0.190335887,0,0.020624632,0.094284031,0.147908073,0.153800825
94022,511,0.373776908,0.626223092,0,0,0.107632094,0.18590998,0.080234834,0,0,0.111545988,0.401174168,0.113502935
94024,19406,0.489539318,0.510460682,0.019478512,0.096207359,0.077347212,0.151808719,0.144697516,0.011748944,0.109605277,0.079459961,0.15304545,0.156601051
94025,23675,0.473664203,0.526335797,0.020274551,0.103020063,0.065216473,0.150749736,0.134403379,0.023822598,0.114973601,0.080042239,0.170348469,0.137148891
94027,43392,0.484951143,0.515048857,0.033139749,0.089256084,0.134010878,0.133526917,0.095017515,0.041021386,0.08976309,0.131775442,0.141247235,0.111241704
94028,7415,0.498988537,0.501011463,0.025354012,0.101011463,0.100067431,0.13513149,0.13742414,0.018071477,0.079838166,0.089817937,0.154281861,0.159002023
94030,7125,0.469894737,0.530105263,0.008982456,0.111859649,0.061894737,0.14877193,0.138385965,0.018807018,0.094315789,0.053192982,0.173052632,0.190736842
94037,22625,0.491093923,0.508906077,0.026651934,0.068861878,0.137060773,0.151160221,0.107359116,0.021922652,0.073723757,0.112751381,0.150718232,0.149790055
94038,2504,0.460463259,0.539536741,0,0.012380192,0.08186901,0.130591054,0.235623003,0.041134185,0.032348243,0.088658147,0.121805112,0.255591054
94040,3450,0.520869565,0.479130435,0.037681159,0.144057971,0.035652174,0.164637681,0.13884058,0.02,0.085217391,0.148695652,0.113913043,0.111304348
94041,36526,0.524722116,0.475277884,0.037890817,0.081366698,0.206346164,0.129989596,0.06912884,0.029704868,0.073974703,0.161884685,0.125472266,0.084241362
94043,14572,0.523126544,0.476873456,0.02868515,0.058125172,0.261323085,0.100329399,0.074663739,0.025322536,0.054144935,0.193659072,0.114122976,0.089623936
94044,31161,0.515002728,0.484997272,0.035525176,0.062899137,0.214370527,0.132537467,0.069670421,0.031738391,0.060877379,0.185584545,0.121658483,0.085138474
94060,38984,0.504771188,0.495228812,0.035347835,0.06887441,0.143494767,0.143135645,0.113918531,0.02616458,0.061384158,0.133747178,0.144161707,0.129771188
94061,926,0.578833693,0.421166307,0.014038877,0.039956803,0.136069114,0.250539957,0.138228942,0,0.106911447,0.03887689,0.150107991,0.125269978
94062,39023,0.480050227,0.519949773,0.0287779,0.073853881,0.174973733,0.130948415,0.071496297,0.035620019,0.074699536,0.163288317,0.139251211,0.10709069
94063,28423,0.48731661,0.51268339,0.025753791,0.079407522,0.117229005,0.140273722,0.12465257,0.025824156,0.077965028,0.114168103,0.15635225,0.138373852
94065,34867,0.545386755,0.454613245,0.040382023,0.09765681,0.217856426,0.127656523,0.061834973,0.031032208,0.073880747,0.168812918,0.108985574,0.071901798
94066,12461,0.454297408,0.545702592,0.025118369,0.069898082,0.111227028,0.172779071,0.075274858,0.029692641,0.10095498,0.130727871,0.180001605,0.104325496
94070,43101,0.49084708,0.50915292,0.023618942,0.070532006,0.160529918,0.140112758,0.096053456,0.027377555,0.064012436,0.16813995,0.140715993,0.108906986
94074,31074,0.479275278,0.520724722,0.029188389,0.09203836,0.111926369,0.15485615,0.09126601,0.032277789,0.093904872,0.109287507,0.159940787,0.125313767
94080,170,0.582352941,0.417647059,0,0.147058824,0,0.311764706,0.123529412,0,0,0.1,0.229411765,0.088235294
94085,67600,0.491065089,0.508934911,0.023269231,0.065221893,0.164260355,0.131183432,0.107130178,0.02341716,0.072381657,0.146494083,0.139615385,0.127026627
94086,23223,0.54992895,0.45007105,0.042285665,0.059897515,0.281014511,0.120010335,0.046720923,0.036558584,0.049304569,0.199242131,0.10610171,0.058864057
94087,50477,0.526061374,0.473938626,0.040949343,0.062325416,0.243437605,0.11436892,0.06498009,0.039582384,0.055946273,0.19672326,0.109317115,0.072369594
94089,56668,0.497917696,0.502082304,0.032505118,0.086609727,0.139920237,0.151055269,0.087827345,0.03296393,0.096227148,0.129879297,0.137943813,0.105068116
94102,22882,0.528056988,0.471943012,0.04610611,0.047591994,0.227296565,0.112752382,0.094309938,0.023162311,0.045537977,0.177781662,0.119176645,0.106284416
94103,31392,0.560493119,0.439506881,0.019654689,0.023095056,0.233116718,0.160709735,0.123916922,0.022744648,0.029497961,0.187117737,0.090118502,0.110028033
94104,30703,0.593264502,0.406735498,0.016024493,0.034850015,0.280005211,0.181024656,0.081360128,0.01221379,0.025925805,0.193238446,0.093443637,0.081913819
94105,429,0.608391608,0.391608392,0.023310023,0.011655012,0.153846154,0.13986014,0.27972028,0.046620047,0.044289044,0.090909091,0.072261072,0.137529138
94107,10916,0.538658849,0.461341151,0.047086845,0.013191645,0.279406376,0.130542323,0.06843166,0.019695859,0.014748992,0.265207036,0.122755588,0.038933675
94108,31461,0.523123868,0.476876132,0.02396618,0.028797559,0.249229204,0.145418137,0.075712787,0.019198373,0.040589937,0.227551572,0.120180541,0.06935571
94109,14143,0.486742558,0.513257442,0.015626105,0.031393622,0.185462773,0.128826982,0.125433076,0.013363501,0.022413915,0.202078767,0.121190695,0.154210564
94110,57302,0.510418485,0.489581515,0.013472479,0.021290705,0.242923458,0.123416286,0.109315556,0.012722069,0.011500471,0.258193431,0.092300443,0.114865101
94111,72380,0.53535507,0.46464493,0.028184581,0.046076264,0.228198397,0.161108041,0.071787787,0.027908262,0.048051948,0.177369439,0.127106936,0.084208345
94112,3611,0.49570756,0.50429244,0.033508723,0.01384658,0.171420659,0.103572418,0.17335918,0.019662143,0.015231238,0.16975907,0.123788424,0.175851565
94114,84707,0.50037187,0.49962813,0.023315665,0.062096403,0.158629157,0.147579303,0.108751343,0.019183775,0.060738782,0.135478768,0.147697357,0.136529449
94115,34918,0.582020734,0.417979266,0.027865284,0.027979838,0.226988946,0.194570136,0.10461653,0.022166218,0.035110831,0.172976688,0.10713672,0.080588808
94116,34604,0.511906138,0.488093862,0.020228875,0.04603514,0.225031788,0.121257658,0.099352676,0.022800832,0.033348746,0.214368281,0.106490579,0.111085424
94117,47346,0.484433743,0.515566257,0.023676763,0.058019685,0.146981794,0.130929751,0.124825751,0.02249398,0.05639336,0.140096312,0.14043425,0.156148355
94118,44650,0.507368421,0.492631579,0.02206047,0.028085106,0.259753639,0.137648376,0.059820829,0.023986562,0.028129899,0.273258679,0.105576708,0.061679731
94121,42095,0.464710773,0.535289227,0.024706022,0.046656372,0.195058796,0.103765293,0.09452429,0.024777289,0.044423328,0.211996674,0.125976957,0.128114978
94122,43616,0.48798606,0.51201394,0.025701577,0.047826486,0.157602715,0.139581805,0.117273478,0.025953778,0.048147469,0.158519809,0.134652421,0.144740462
94123,62128,0.496072624,0.503927376,0.024191991,0.046774401,0.18861061,0.13182462,0.104671002,0.027121427,0.043297708,0.189029101,0.128042107,0.116437033
94124,25890,0.484202395,0.515797605,0.02371572,0.027423716,0.261066049,0.099459251,0.072537659,0.021320973,0.029702588,0.275280031,0.095983005,0.093511008
94127,35747,0.481522925,0.518477075,0.029708787,0.083055921,0.155061963,0.126220382,0.087475872,0.029037402,0.083475536,0.160628864,0.127255434,0.118079839
94128,21151,0.486312704,0.513687296,0.023497707,0.068838353,0.117299418,0.155028131,0.121649095,0.024868801,0.08141459,0.119474257,0.135785542,0.152144107
94129,146,0.534246575,0.465753425,0,0,0.047945205,0.184931507,0.301369863,0,0,0.04109589,0.356164384,0.068493151
94130,4136,0.459622824,0.540377176,0.024419729,0.074951644,0.233800774,0.106866538,0.019584139,0.032640232,0.079545455,0.267408124,0.129110251,0.031673114
94131,3008,0.570146277,0.429853723,0.011303191,0.051861702,0.376662234,0.088430851,0.041888298,0,0.057180851,0.279587766,0.057180851,0.035904255
94132,29523,0.544185889,0.455814111,0.028723368,0.064085628,0.176066118,0.15841886,0.116891915,0.022457067,0.043525387,0.139890932,0.134098838,0.115841886
94133,31436,0.4731518,0.5268482,0.014664716,0.044089579,0.229768418,0.087924672,0.096704415,0.013265046,0.04606184,0.237498409,0.111051024,0.118971879
94134,26796,0.51235259,0.48764741,0.015375429,0.036983132,0.203911031,0.12199582,0.134087177,0.015935214,0.028959546,0.164203612,0.110203015,0.168346022
94158,42418,0.498632656,0.501367344,0.024494318,0.070300344,0.151963789,0.145386393,0.106487812,0.025885237,0.061129709,0.140954312,0.145716441,0.127681645
94301,8455,0.479834418,0.520165582,0.017386162,0.033707865,0.285748078,0.114488468,0.028503844,0.045535186,0.036664695,0.249911295,0.125724423,0.062329982
94303,16582,0.478832469,0.521167531,0.023157641,0.072850078,0.121457002,0.121396695,0.139971053,0.013086479,0.093474852,0.120009649,0.137257267,0.157339284
94304,48244,0.506259846,0.493740154,0.034512064,0.116076611,0.156102313,0.135643811,0.063925048,0.032957466,0.092467457,0.149054805,0.134400133,0.084860294
94305,3852,0.48026999,0.51973001,0.032450675,0.060747664,0.166926272,0.102803738,0.117341641,0.039200415,0.054776739,0.170301142,0.089304258,0.166147456
94306,16397,0.525096054,0.474903946,0.011648472,0.019271818,0.441849119,0.028297859,0.024028786,0.011648472,0.020430567,0.383789718,0.029822529,0.029212661
94401,27435,0.479533443,0.520466557,0.023510115,0.097977037,0.121960999,0.132932386,0.103152907,0.029014033,0.078512849,0.130599599,0.150719883,0.131620193
94402,36001,0.506235938,0.493764062,0.047526458,0.073803505,0.193883503,0.116607872,0.0744146,0.032832421,0.060081664,0.165356518,0.120163329,0.11533013
94403,25703,0.493522157,0.506477843,0.032058515,0.081157841,0.129634673,0.135042602,0.115628526,0.028362448,0.08714936,0.126055324,0.143290666,0.121620044
94404,44408,0.5014637,0.4985363,0.032831922,0.07291479,0.173031886,0.133917312,0.08876779,0.031976221,0.066857323,0.148734462,0.135921456,0.115046838
94501,36985,0.495552251,0.504447749,0.033932675,0.076733811,0.143598756,0.140381236,0.100905773,0.022522644,0.077707179,0.134757334,0.138299311,0.131161282
94502,63821,0.484636718,0.515363282,0.024741073,0.07232729,0.15385218,0.138246032,0.095470143,0.035176509,0.064148164,0.144576237,0.14999765,0.121464722
94503,14701,0.497177063,0.502822937,0.034079314,0.085912523,0.12400517,0.127882457,0.125297599,0.02476022,0.088021223,0.105911163,0.136181212,0.147949119
94505,20276,0.497928586,0.502071414,0.035509963,0.096468732,0.131090945,0.149240481,0.085618465,0.021207339,0.103126849,0.144012626,0.14366739,0.09005721
94506,16382,0.489989012,0.510010988,0.032657795,0.078806007,0.118666829,0.151751923,0.108106458,0.023074106,0.094493957,0.12733488,0.153705286,0.111402759
94507,25240,0.465134707,0.534865293,0.022345483,0.099722662,0.068898574,0.171196513,0.102971474,0.027337559,0.127060222,0.077733756,0.187440571,0.115293185
94508,15105,0.521151936,0.478848064,0.012115194,0.11386958,0.072426349,0.141476332,0.181264482,0.010923535,0.091095664,0.054948692,0.169414101,0.152466071
94509,3935,0.50317662,0.49682338,0.004066074,0.055400254,0.247776366,0.113087675,0.082846252,0.017789072,0.044218551,0.237611182,0.114866582,0.082337992
94510,68166,0.48738374,0.51261626,0.033301059,0.089458088,0.160607928,0.123096558,0.080920107,0.035824311,0.094724643,0.15264208,0.132412053,0.097013174
94511,28350,0.488112875,0.511887125,0.02345679,0.08010582,0.101269841,0.151463845,0.131816578,0.022186949,0.07361552,0.106984127,0.154497354,0.154603175
94512,2161,0.544655252,0.455344748,0.012494216,0.095326238,0.164275798,0.147616844,0.124942156,0.014807959,0.037945396,0.141601111,0.103192966,0.157797316
94513,16,1,0,0,0,0,0,1,0,0,0,0,0
94514,64313,0.485967067,0.514032933,0.02263928,0.099217888,0.124904763,0.142894905,0.096310233,0.024054235,0.11510892,0.108314027,0.149845288,0.116710463
94515,1475,0.474576271,0.525423729,0.011525424,0.100338983,0.154576271,0.111864407,0.096271186,0.040677966,0.108474576,0.14440678,0.101694915,0.130169492
94516,7491,0.534241089,0.465758911,0.032438927,0.045654786,0.168201842,0.122413563,0.165531972,0.022560406,0.07382192,0.086637298,0.125483914,0.157255373
94517,103,0.553398058,0.446601942,0.019417476,0.038834951,0.155339806,0.13592233,0.203883495,0,0.019417476,0.165048544,0.067961165,0.194174757
94518,13687,0.486446993,0.513553007,0.023891284,0.086286257,0.10440564,0.157887046,0.113976766,0.022503105,0.090012421,0.103090524,0.159567473,0.138379484
94519,28734,0.5,0.5,0.031043363,0.066645785,0.153615925,0.14348855,0.105206376,0.028746433,0.057806083,0.129846175,0.151144985,0.132456324
94520,20041,0.489446634,0.510553366,0.027543536,0.074896462,0.167356918,0.127638341,0.092011377,0.040467043,0.072301781,0.143106631,0.127289057,0.127388853
94521,38753,0.519804918,0.480195082,0.043790158,0.0805357,0.190127216,0.135163729,0.070188114,0.028926793,0.070420355,0.173251103,0.120351973,0.087244858
94523,43281,0.476606363,0.523393637,0.02599293,0.068274763,0.141909845,0.13523255,0.105196276,0.030544581,0.073796816,0.1359488,0.144058594,0.139044846
94525,35005,0.487330381,0.512669619,0.029424368,0.065504928,0.148035995,0.139237252,0.105127839,0.032766748,0.062705328,0.148464505,0.136409084,0.132323954
94526,3290,0.466869301,0.533130699,0.00668693,0.060182371,0.131610942,0.118237082,0.150151976,0.035258359,0.055319149,0.123708207,0.189361702,0.129483283
94528,33135,0.496574619,0.503425381,0.029787234,0.103153765,0.079221367,0.155877471,0.128534782,0.022574317,0.07762185,0.085649615,0.17205372,0.145525879
94530,384,0.5234375,0.4765625,0,0,0,0.0546875,0.46875,0,0,0,0.0546875,0.421875
94531,26145,0.474698795,0.525301205,0.029680627,0.053203289,0.138611589,0.134098298,0.119104991,0.034346911,0.060699943,0.152074967,0.134174794,0.14400459
94533,43022,0.471177537,0.528822463,0.029961415,0.092836223,0.129910278,0.133234159,0.085235461,0.019478406,0.098600716,0.148830831,0.159290596,0.102621914
94534,75909,0.491799391,0.508200609,0.035871899,0.087828848,0.172667273,0.120236072,0.0751953,0.038361723,0.091846817,0.160863666,0.120921103,0.096207301
94535,39239,0.491220469,0.508779531,0.032849971,0.085680063,0.129564974,0.132852519,0.110272943,0.022910879,0.084941003,0.124468004,0.15219552,0.124264125
94536,3842,0.510931806,0.489068194,0.107756377,0.111140031,0.248308173,0.043727225,0,0.079385737,0.102550755,0.263404477,0.038001041,0.005726184
94538,74837,0.502933041,0.497066959,0.038897871,0.079773374,0.160081243,0.138835068,0.085345484,0.031749001,0.08126996,0.155431137,0.129909002,0.098707858
94539,67474,0.5033939,0.4966061,0.029670688,0.069834307,0.195823576,0.139505587,0.068559742,0.032234639,0.064172867,0.172184842,0.137223227,0.090790527
94541,54982,0.481794042,0.518205958,0.019642792,0.100196428,0.09610418,0.175239169,0.090611473,0.021898076,0.099978175,0.118893456,0.167509367,0.109926885
94542,65928,0.51213445,0.48786555,0.038602718,0.084910812,0.173780488,0.134358694,0.080481738,0.027302512,0.071365732,0.15967419,0.131871132,0.097651984
94544,14699,0.499285666,0.500714334,0.025375876,0.050615688,0.21715763,0.113341044,0.092795428,0.027144704,0.055377917,0.205728281,0.114905776,0.097557657
94545,79747,0.496670721,0.503329279,0.033568661,0.083940462,0.182778036,0.120731814,0.075651749,0.032477711,0.083564272,0.170664727,0.128080053,0.088542516
94546,32724,0.49361325,0.50638675,0.025149737,0.074807481,0.158813104,0.138919448,0.095923481,0.021146559,0.069154138,0.155237746,0.143533798,0.117314509
94547,44378,0.488485286,0.511514714,0.034138537,0.081076209,0.131934742,0.139122989,0.102212808,0.028460048,0.068051737,0.133647303,0.148767407,0.132588219
94548,25616,0.483486883,0.516513117,0.025413804,0.072884135,0.143855403,0.139678326,0.101655215,0.017098688,0.079832917,0.139209869,0.150687071,0.129684572
94549,377,0.580901857,0.419098143,0.082228117,0.137931034,0.114058355,0.156498674,0.090185676,0,0.119363395,0.198938992,0.055702918,0.045092838
94550,29795,0.469139117,0.530860883,0.016680651,0.104312804,0.075281087,0.150897802,0.121966773,0.027857023,0.09736533,0.103406612,0.165833193,0.136398725
94551,50374,0.483582801,0.516417199,0.030670584,0.080954461,0.118215746,0.147397467,0.106344543,0.031762417,0.084309366,0.11734228,0.155119705,0.127883432
94552,47227,0.494822877,0.505177123,0.046287082,0.084570267,0.140322273,0.154466725,0.06917653,0.034768247,0.084866708,0.154212633,0.145996993,0.085332543
94553,14938,0.482126121,0.517873879,0.02644263,0.08193868,0.096398447,0.146338198,0.131008167,0.018610256,0.090507431,0.104565538,0.159860758,0.144329897
94555,49784,0.488751406,0.511248594,0.035433071,0.076028443,0.135103648,0.142013498,0.100172746,0.028764262,0.063213081,0.138799614,0.150550378,0.12992126
94556,38478,0.487655284,0.512344716,0.035422839,0.096392744,0.129762462,0.149384064,0.076693175,0.029757264,0.100472998,0.159051926,0.130516139,0.09254639
94558,16428,0.481860239,0.518139761,0.010226443,0.099281714,0.104821037,0.133369856,0.134161188,0.017531045,0.103420989,0.101107865,0.139091794,0.156988069
94559,68315,0.49498646,0.50501354,0.025367782,0.083393105,0.135343629,0.131947596,0.118934348,0.022864671,0.082309888,0.12689746,0.138154139,0.134787382
94560,27593,0.510672997,0.489327003,0.027905628,0.098358279,0.152176277,0.131083971,0.101148842,0.031892147,0.057985721,0.15699634,0.12365455,0.118798246
94561,47171,0.50516207,0.49483793,0.030294037,0.076296877,0.172139662,0.137499735,0.088931759,0.02738971,0.078332026,0.150749401,0.142290814,0.096075979
94563,42473,0.499846962,0.500153038,0.040825936,0.116050197,0.142325713,0.132955054,0.067690062,0.03453959,0.097238245,0.157276387,0.132013279,0.079085537
94564,19644,0.474445123,0.525554877,0.018631643,0.09244553,0.058236612,0.159234372,0.145896966,0.019446141,0.101506821,0.082671554,0.16793932,0.153991041
94565,19260,0.464641745,0.535358255,0.020404984,0.053894081,0.145846314,0.119003115,0.12549325,0.025233645,0.07258567,0.148805815,0.143717549,0.145015576
94566,97671,0.501356595,0.498643405,0.039387331,0.099159423,0.17167839,0.12328122,0.067850232,0.033223782,0.083607212,0.163375004,0.134830195,0.083607212
94567,45893,0.493147103,0.506852897,0.021114331,0.094175582,0.105223019,0.171834485,0.100799686,0.018129126,0.101475171,0.098075959,0.170614255,0.118558386
94568,658,0.431610942,0.568389058,0.024316109,0.06231003,0.110942249,0.12006079,0.113981763,0.009118541,0.155015198,0.103343465,0.164133739,0.136778116
