ZCTA,Total Population,insurance_access,ARTHRITIS_CrudePrev,DRINKING,BPHIGH_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,COPD_CrudePrev,HIGHCHOL_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev,Total_Population_18plus,Less than high school graduate,High school graduate,Some college or associate's degree,Bachelor's degree or higher,Employed_16_above,All_death,Heart_death,Income,Total Male%,Total Female%,Male: Under 5%,Male: 5 to 17%,Male: 18 to 39%,Male: 40 to 59%,Male: 60 and Over%,Female: Under 5%,Female: 5 to 17%,Female: 18 to 39%,Female: 40 to 59%,Female: 60 and Over%,OSM_healthcare_poi,zip_level_facilities,zip_level_facilities_filtered,county_level_facilities,county_level_facilities_filtered,county_name,Population of one race,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races
93426,1401,0.121,0.257,0.19,0.321,0.077,0.094,0.068,0.076,0.332,0.152,0.10800000000000001,0.299,0.037000000000000005,1303,0.08422555317630265,0.26552462526766596,0.36973590292648106,0.2105638829407566,0.9685938615274804,13.0,,79750.0,0.483018868,0.516981132,0.0,0.018867925,0.110691824,0.14591195,0.20754717,0.0,0.018867925,0.018867925,0.011320755,0.467924528,,,,,,Monterey,0.9571734475374732,0.8586723768736617,0.006423982869379,0.0235546038543897,0.0178443968593861,0.0035688793718772,0.0471092077087794,0.0428265524625267
93427,5505,0.11800000000000001,0.21100000000000002,0.188,0.265,0.071,0.08900000000000001,0.051,0.055,0.315,0.122,0.087,0.248,0.027999999999999997,4671,0.13242506811989102,0.1376930063578565,0.2761126248864669,0.30227066303360584,0.9026339691189827,45.0,11.0,91293.0,0.554846939,0.445153061,0.003826531,0.082270408,0.218112245,0.112244898,0.138392857,0.007015306,0.075892857,0.090561224,0.135204082,0.136479592,,,,,,Santa Barbara,0.9547683923705722,0.807811080835604,0.0083560399636693,0.0145322434150772,0.0261580381471389,0.0010899182561307,0.0968210717529518,0.0452316076294277
93428,6314,0.09,0.313,0.147,0.366,0.107,0.091,0.081,0.075,0.389,0.10300000000000001,0.11699999999999999,0.252,0.040999999999999995,5275,0.047988596769084575,0.14982578397212543,0.3051948051948052,0.3324358568261007,0.8490655685777637,84.0,13.0,71774.0,0.49,0.51,0.028064516,0.075967742,0.108709677,0.146290323,0.130967742,0.039032258,0.103548387,0.087258065,0.129032258,0.151129032,6.0,1.0,1.0,118.0,88.0,San Luis Obispo,0.974025974025974,0.8580931263858093,0.0028508077288565,0.007760532150776,0.0131453911941716,0.0023756731073804,0.08980044345898,0.0259740259740259
93430,2972,0.079,0.287,0.172,0.336,0.095,0.09300000000000001,0.071,0.07,0.36200000000000004,0.11599999999999999,0.10300000000000001,0.251,0.038,2541,0.016823687752355317,0.16991924629878868,0.36305518169582773,0.3051816958277254,0.8694481830417228,22.0,0.0,64948.0,0.326388889,0.673611111,0.0,0.0,0.0,0.069444444,0.256944444,0.0,0.0,0.055555556,0.180555556,0.4375,,,,,,San Luis Obispo,0.9693808882907132,0.914872139973082,0.0023553162853297,0.0040376850605652,0.0185060565275908,0.0037012113055181,0.0259084791386271,0.0306191117092866
93432,1384,0.08800000000000001,0.253,0.193,0.301,0.079,0.094,0.057999999999999996,0.063,0.33899999999999997,0.126,0.09300000000000001,0.259,0.031,1141,0.018063583815028903,0.101878612716763,0.375,0.32947976878612717,0.8966763005780347,14.0,,93867.0,0.510361784,0.489638216,0.023182297,0.017211099,0.146821215,0.058658237,0.264488936,0.01369863,0.053389533,0.09940288,0.097997893,0.22514928,,,,,,San Luis Obispo,0.9732658959537572,0.8735549132947977,0.0079479768786127,0.0151734104046242,0.0079479768786127,0.0,0.0686416184971098,0.0267341040462427
93433,13162,0.11800000000000001,0.21,0.204,0.26,0.063,0.095,0.048,0.054000000000000006,0.294,0.128,0.084,0.257,0.027000000000000003,10497,0.06602340069898192,0.16365294028263183,0.33194043458440964,0.23590639720407233,0.8264701413159095,94.0,29.0,64217.0,0.423819029,0.576180971,0.038589488,0.029274784,0.053892216,0.103127079,0.198935462,0.106453759,0.066533599,0.044577512,0.170326015,0.188290086,5.0,2.0,1.0,118.0,88.0,San Luis Obispo,0.9466646406321227,0.7577115939826774,0.0110165628323962,0.0141315909436255,0.0411791521045433,0.0026591703388542,0.1199665704300258,0.0533353593678772
93434,7110,0.28800000000000003,0.16699999999999998,0.17300000000000001,0.253,0.045,0.094,0.051,0.053,0.27899999999999997,0.147,0.12300000000000001,0.304,0.03,5059,0.27580872011251756,0.1469760900140647,0.22559774964838256,0.06315049226441631,0.7571026722925457,47.0,,50864.0,0.487255264,0.512744736,0.047506465,0.06871075,0.160768378,0.111784263,0.098485408,0.048171407,0.060066494,0.174806058,0.10350942,0.126191356,,2.0,2.0,138.0,87.0,Santa Barbara,0.9372714486638536,0.4794655414908579,0.010548523206751,0.0146272855133614,0.0395218002812939,0.00070323488045,0.3924050632911392,0.0627285513361462
93436,54017,0.184,0.20199999999999999,0.185,0.27699999999999997,0.061,0.094,0.055,0.062,0.295,0.151,0.105,0.281,0.032,41782,0.1488605439028454,0.20793453912657126,0.2922413314326971,0.12446081789066404,0.7963233796767685,435.0,102.0,62423.0,0.51174339,0.48825661,0.050328815,0.129915448,0.161589048,0.109247081,0.060662998,0.036102537,0.104683935,0.160783787,0.101194471,0.08549188,4.0,12.0,5.0,138.0,87.0,Santa Barbara,0.9433141418442342,0.6462595108947183,0.0520947109243386,0.0167169594757206,0.0386730103485939,0.0047392487550215,0.1848307014458411,0.0566858581557657
93437,3338,0.106,0.071,0.287,0.114,0.02,0.091,0.011000000000000001,0.021,0.14,0.125,0.024,0.212,0.008,2350,0.017974835230677052,0.11024565608148593,0.3738765727980827,0.2019173157579389,0.7168963451168364,0.0,0.0,69911.0,0.544608774,0.455391226,0.040321006,0.101983204,0.176996964,0.138202866,0.087104735,0.030786712,0.085080695,0.130053442,0.112440744,0.097029633,,,,,,Santa Barbara,0.9050329538645896,0.6941282204913122,0.0919712402636309,0.0077890952666267,0.0620131815458358,0.0071899340922708,0.0419412822049131,0.0949670461354104
93440,2058,0.127,0.196,0.193,0.251,0.064,0.08900000000000001,0.046,0.051,0.31,0.11900000000000001,0.086,0.254,0.026000000000000002,1241,0.16569484936831877,0.16375121477162294,0.20602526724975703,0.06754130223517979,0.6277939747327502,11.0,,64583.0,0.597874225,0.402125775,0.084145261,0.08680248,0.398878063,0.02804842,0.0,0.068201949,0.067020963,0.231768527,0.035134337,0.0,,1.0,1.0,138.0,87.0,Santa Barbara,0.977162293488824,0.8722060252672498,0.0048590864917395,0.0048590864917395,0.0160349854227405,0.0,0.0792031098153547,0.0228377065111759
93441,1530,0.077,0.223,0.185,0.272,0.077,0.08800000000000001,0.051,0.052000000000000005,0.326,0.10800000000000001,0.083,0.235,0.027000000000000003,767,0.034640522875816995,0.1,0.12679738562091503,0.23986928104575164,0.5169934640522876,12.0,,100833.0,0.493670886,0.506329114,0.02411091,0.059674503,0.11151296,0.164556962,0.133815552,0.014466546,0.153707052,0.043399638,0.177817963,0.116937914,,,,,,Santa Barbara,0.9803921568627452,0.8803921568627451,0.0078431372549019,0.0026143790849673,0.0529411764705882,0.0039215686274509,0.0326797385620915,0.0196078431372549
93442,10789,0.092,0.266,0.17800000000000002,0.315,0.09,0.092,0.066,0.065,0.344,0.114,0.096,0.243,0.035,9410,0.06321253128186116,0.1771248493836315,0.30679395680785987,0.3250532950227083,0.8905366577069237,149.0,32.0,70580.0,0.453362256,0.546637744,0.003253796,0.093275488,0.077006508,0.159436009,0.120390456,0.0,0.071583514,0.090021692,0.181127983,0.203904555,3.0,3.0,2.0,118.0,88.0,San Luis Obispo,0.9706182222634164,0.8714431365279451,0.004448975808694,0.010102882565576,0.0256742978960051,0.0008341829641301,0.0581147465010659,0.0293817777365835
93444,19244,0.136,0.228,0.18899999999999997,0.285,0.07200000000000001,0.094,0.055999999999999994,0.057999999999999996,0.317,0.125,0.096,0.259,0.03,17101,0.12580544585325296,0.18634379546871752,0.32643940968613594,0.250051964248597,0.9233007690708792,185.0,40.0,87087.0,0.485298159,0.514701841,0.016854447,0.052395347,0.133186773,0.113675918,0.169185674,0.01080883,0.057982962,0.104607493,0.122194742,0.219107814,3.0,7.0,7.0,118.0,88.0,San Luis Obispo,0.9568696736645188,0.7527021409270422,0.010340885470796,0.0124714196632716,0.0245790895863645,0.0018187487008937,0.1549573893161505,0.0431303263354811
93445,7173,0.17,0.209,0.196,0.27,0.06,0.096,0.054000000000000006,0.06,0.298,0.141,0.099,0.278,0.03,5432,0.14080579952600028,0.19559459082671127,0.3068451136205214,0.11403875644779032,0.7964589432594451,49.0,0.0,69274.0,0.508321223,0.491678777,0.016361165,0.09174441,0.130889316,0.12123201,0.148094323,0.021564859,0.068632507,0.121044489,0.127982748,0.152454175,,1.0,1.0,118.0,88.0,San Luis Obispo,0.9559459082671128,0.6959431200334588,0.0086435243273386,0.0165899902411822,0.0232817510107347,0.000975881778893,0.2105116408755053,0.0440540917328872
93446,43714,0.127,0.23199999999999998,0.19399999999999998,0.28300000000000003,0.07200000000000001,0.096,0.055,0.062,0.313,0.134,0.091,0.262,0.031,35123,0.09287642402891522,0.18584435192386878,0.33440087843711397,0.19035091732625703,0.8201033993686233,383.0,74.0,67766.0,0.513368984,0.486631016,0.022938362,0.132704757,0.145651562,0.124964818,0.087109485,0.025471433,0.054461019,0.133971292,0.150436251,0.122291022,19.0,7.0,4.0,118.0,88.0,San Luis Obispo,0.9625291668572996,0.8128059660520657,0.016424943953882,0.0108889600585624,0.0165164478199203,0.0015098137896326,0.1043830351832365,0.0374708331427002
93449,7657,0.073,0.273,0.174,0.322,0.095,0.08900000000000001,0.065,0.062,0.355,0.102,0.096,0.237,0.034,7395,0.02938487658351835,0.18976100300378737,0.3249314352879718,0.42170562883635887,0.9792346872143137,75.0,0.0,84484.0,0.495676136,0.504323864,0.032014517,0.084304149,0.133860561,0.130768886,0.114728022,0.024442154,0.072363115,0.142508289,0.129402276,0.135608029,3.0,7.0,6.0,118.0,88.0,San Luis Obispo,0.9729659135431632,0.9108005746375866,0.0065299725741151,0.0053545775107744,0.0266422881023899,0.0014365939663053,0.0222019067519916,0.0270340864568368
93451,3779,0.14400000000000002,0.21,0.20199999999999999,0.267,0.06,0.09699999999999999,0.051,0.059000000000000004,0.295,0.14400000000000002,0.09,0.281,0.028999999999999998,3452,0.1767663403016671,0.2675310928817147,0.30590103201905267,0.16327070653612066,0.9304048690129664,21.0,,64882.0,0.492829205,0.507170795,0.04041721,0.109517601,0.153846154,0.117340287,0.071707953,0.113428944,0.088657106,0.132985658,0.125162973,0.046936115,,1.0,1.0,118.0,88.0,San Luis Obispo,0.9642762635617887,0.7721619476051865,0.020375760783276,0.0193172797036252,0.0063508864779042,0.001587721619476,0.1444826673723207,0.0357237364382111
93453,2899,0.084,0.23600000000000002,0.198,0.28600000000000003,0.07400000000000001,0.094,0.055,0.057,0.33399999999999996,0.121,0.08900000000000001,0.253,0.028999999999999998,2199,0.026215936529837874,0.20006898930665748,0.30527768195929633,0.22697481890307003,0.7833735770955502,33.0,,50675.0,0.626139818,0.373860182,0.141337386,0.095744681,0.186930091,0.118541033,0.083586626,0.02887538,0.0,0.133738602,0.065349544,0.145896657,,,,,,San Luis Obispo,0.9579165229389444,0.8647809589513625,0.0048292514660227,0.0158675405312176,0.019317005864091,0.0,0.0531217661262504,0.0420834770610555
93454,36448,0.223,0.2,0.174,0.272,0.061,0.095,0.057999999999999996,0.064,0.285,0.146,0.109,0.27699999999999997,0.033,28466,0.23186457418788411,0.17817164179104478,0.25200285338015804,0.1189640035118525,0.8131035996488147,316.0,87.0,64575.0,0.504654771,0.495345229,0.008921645,0.083397983,0.083785881,0.11132661,0.217222653,0.021722265,0.032971296,0.115981381,0.121799845,0.202870442,8.0,36.0,27.0,138.0,87.0,Santa Barbara,0.9482001755926251,0.6099648814749781,0.0168733538191395,0.0150899912203687,0.0459010096575943,0.0024143985952589,0.2579565408252853,0.0517998244073748
93455,41684,0.121,0.22399999999999998,0.18,0.28300000000000003,0.076,0.08900000000000001,0.057,0.059000000000000004,0.313,0.122,0.096,0.249,0.031,35329,0.07775165531139046,0.20700988388830247,0.34744746185586795,0.21533442088091354,0.8776029171864504,396.0,102.0,88874.0,0.496661061,0.503338939,0.048995845,0.100662841,0.163162841,0.109863474,0.073976059,0.049589434,0.09670558,0.153146023,0.107464385,0.096433518,3.0,9.0,7.0,138.0,87.0,Santa Barbara,0.9546108818731408,0.7808031858746761,0.017032914307648,0.0126187505997505,0.0492994914115727,0.0023510219748584,0.0925055177046348,0.0453891181268592
93458,55431,0.321,0.15,0.183,0.23199999999999998,0.04,0.09699999999999999,0.045,0.052000000000000005,0.252,0.162,0.105,0.294,0.027000000000000003,37583,0.3258826288538904,0.1378831339863975,0.16838952932474607,0.0458588154642709,0.7084483411809276,282.0,64.0,58847.0,0.479393611,0.520606389,0.033892799,0.086302112,0.140422306,0.113069843,0.105706551,0.034499188,0.080194911,0.151012453,0.129009204,0.125890633,,8.0,6.0,138.0,87.0,Santa Barbara,0.949937760458949,0.5124388879868665,0.014360195558442,0.021738738251159,0.0456784109974562,0.000667496527214,0.355054031137811,0.050062239541051
93460,5255,0.08900000000000001,0.25,0.172,0.305,0.086,0.08900000000000001,0.061,0.061,0.35,0.113,0.099,0.252,0.033,4248,0.03862987630827783,0.20152235965746906,0.3073263558515699,0.2608943862987631,0.8319695528068506,51.0,13.0,95585.0,0.507073494,0.492926506,0.059557077,0.112197848,0.181902333,0.105892832,0.047523404,0.049601788,0.122240464,0.167737879,0.101072377,0.052273997,,1.0,1.0,138.0,87.0,Santa Barbara,0.9665080875356804,0.8620361560418649,0.0049476688867745,0.0460513796384395,0.009895337773549,0.0009514747859181,0.0426260704091341,0.0334919124643196
93461,1623,0.14800000000000002,0.18100000000000002,0.215,0.237,0.054000000000000006,0.09,0.042,0.045,0.258,0.121,0.081,0.268,0.023,1059,0.1860751694393099,0.1614294516327788,0.23536660505237214,0.0696241528034504,0.6919285274183611,13.0,,50272.0,0.480885693,0.519114307,0.025170326,0.056396669,0.107305072,0.128690386,0.16332324,0.009084027,0.105412566,0.098410295,0.145344436,0.160862983,,,,,,San Luis Obispo,0.9704251386321626,0.6543438077634011,0.0264941466420209,0.011090573012939,0.0049291435613062,0.0012322858903265,0.2723351817621688,0.0295748613678373
93463,7646,0.10300000000000001,0.257,0.165,0.313,0.091,0.08900000000000001,0.067,0.065,0.33899999999999997,0.11199999999999999,0.102,0.25,0.036000000000000004,6465,0.041590374051791786,0.16086842793617578,0.3178132356787863,0.3252681140465603,0.8784985613392624,107.0,18.0,97347.0,0.530763529,0.469236471,0.032616753,0.108969607,0.150481838,0.135656042,0.103039288,0.011860638,0.061527057,0.134173462,0.196441809,0.065233506,2.0,7.0,3.0,138.0,87.0,Santa Barbara,0.9727962333246142,0.8539105414595867,0.0060162176301334,0.0102014125032696,0.0121632226000523,0.0006539366989275,0.0898509024326445,0.0272037666753858
93465,9153,0.084,0.23399999999999999,0.2,0.276,0.076,0.094,0.051,0.055,0.32899999999999996,0.11800000000000001,0.081,0.245,0.027999999999999997,6972,0.021304490331039004,0.17862995739101933,0.2932371899923522,0.26854583196766085,0.7964601769911505,74.0,15.0,92051.0,0.459739603,0.540260397,0.01289344,0.07761345,0.10403236,0.115535331,0.149665023,0.009986095,0.082290482,0.118695487,0.145999242,0.183289091,4.0,15.0,12.0,118.0,88.0,San Luis Obispo,0.9707199825193924,0.897301431224735,0.0053534360319021,0.0104883644706653,0.0156232929094286,0.0013110455588331,0.0406424123238282,0.0292800174806074
93501,5467,0.187,0.254,0.157,0.32799999999999996,0.064,0.11,0.07200000000000001,0.08900000000000001,0.33,0.196,0.13,0.363,0.042,3792,0.16334369855496617,0.2471190781049936,0.21913297969635998,0.06402048655569782,0.712822388878727,46.0,14.0,36250.0,0.480113019,0.519886981,0.015866116,0.092479896,0.096826777,0.112475549,0.162464682,0.023799174,0.110193436,0.085524886,0.150728103,0.149641382,1.0,2.0,1.0,269.0,150.0,Kern,0.9453082129138468,0.6059996341686482,0.12346808121456,0.0144503383940003,0.0124382659593927,0.003475397841595,0.1854764953356502,0.0546917870861532
93505,14038,0.21,0.204,0.182,0.292,0.051,0.098,0.055,0.065,0.295,0.183,0.114,0.361,0.033,10895,0.16726029348910101,0.2617894286935461,0.2638552500356176,0.08320273543239778,0.7922068670750819,101.0,26.0,49014.0,0.498542274,0.501457726,0.028529779,0.080383174,0.129529363,0.115576843,0.144523115,0.04664723,0.054768846,0.147438567,0.138275718,0.114327364,2.0,3.0,3.0,269.0,150.0,Kern,0.9437954124519162,0.6505912523151446,0.1525146032198318,0.0090468727738994,0.0261433252600085,0.0042028779028351,0.1012964809801966,0.0562045875480837
93510,7993,0.105,0.21600000000000003,0.192,0.27699999999999997,0.067,0.08199999999999999,0.05,0.055,0.31,0.122,0.08800000000000001,0.267,0.027999999999999997,6261,0.05930188915300888,0.1767796822219442,0.3490554234955586,0.19817340172651068,0.8043287876892281,60.0,,105714.0,0.587846668,0.412153332,0.026063598,0.082401626,0.23028895,0.164222448,0.084870045,0.040365907,0.060185857,0.128430376,0.095542326,0.087628866,,1.0,0.0,6130.0,1247.0,Los Angeles,0.9662204428875266,0.8409858626298011,0.0163893406730889,0.0088827724258726,0.0196421869135493,0.0006255473539346,0.0796947328912798,0.0337795571124734
93513,1763,0.099,0.26899999999999996,0.179,0.32899999999999996,0.085,0.1,0.071,0.076,0.33399999999999996,0.159,0.109,0.28,0.039,1289,0.06920022688598979,0.2217810550198525,0.3023255813953488,0.13783323879750425,0.7402155416903006,20.0,,54758.0,0.606707317,0.393292683,0.0,0.009146341,0.179878049,0.198170732,0.219512195,0.00304878,0.012195122,0.033536585,0.073170732,0.271341463,,,,,,Inyo,0.9631310266591038,0.6766874645490641,0.0022688598979013,0.2478729438457175,0.0079410096426545,0.0005672149744753,0.0277935337492909,0.0368689733408962
93514,13857,0.10400000000000001,0.259,0.177,0.318,0.084,0.09300000000000001,0.065,0.068,0.33899999999999997,0.136,0.10099999999999999,0.271,0.035,11361,0.07620697120588872,0.24738399364941907,0.26614707368117196,0.23013639315869236,0.844988092660749,153.0,37.0,63849.0,0.48241826,0.51758174,0.034546576,0.074645281,0.10980876,0.116594695,0.146822949,0.040715608,0.05490438,0.096236891,0.161011721,0.16471314,,9.0,6.0,13.0,9.0,Inyo,0.969690409179476,0.7649563397560799,0.0060619181641047,0.0981453417045536,0.0146496355632532,0.0005773255394385,0.0852998484520459,0.0303095908205239
93516,2299,0.146,0.27899999999999997,0.159,0.34600000000000003,0.07400000000000001,0.10800000000000001,0.078,0.095,0.345,0.2,0.128,0.35100000000000003,0.044000000000000004,1813,0.14571552849064812,0.28316659417137885,0.275772074815137,0.08394954327968682,0.8229665071770335,29.0,0.0,49318.0,0.501869489,0.498130511,0.029559083,0.075626102,0.117248677,0.134814815,0.144620811,0.021164021,0.072169312,0.100035273,0.139753086,0.165008818,1.0,,,,,Kern,0.953892996955198,0.7772944758590692,0.0713353632013919,0.02131361461505,0.0204436711613745,0.001739886907351,0.0617659852109612,0.046107003044802
93518,1146,0.12,0.35200000000000004,0.129,0.41600000000000004,0.1,0.106,0.10800000000000001,0.12,0.41,0.188,0.159,0.35,0.057,698,0.09860383944153578,0.15706806282722513,0.21029668411867364,0.1431064572425829,0.6326352530541012,19.0,,41563.0,0.672386895,0.327613105,0.0,0.127925117,0.04524181,0.241809672,0.257410296,0.003120125,0.0,0.03276131,0.040561622,0.251170047,,,,,,Kern,0.9458987783595112,0.8734729493891797,0.0052356020942408,0.0226876090750436,0.0104712041884816,0.0,0.0340314136125654,0.0541012216404886
93523,3074,0.121,0.172,0.217,0.221,0.046,0.10099999999999999,0.042,0.057999999999999996,0.237,0.16699999999999998,0.07200000000000001,0.299,0.025,2178,0.03383214053350683,0.13109954456733897,0.3188028627195836,0.22478854912166557,0.7267404033832141,13.0,,62760.0,0.61,0.39,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.39,,,,,,Kern,0.9274560832791152,0.7677293428757319,0.056929082628497,0.0139882888744307,0.0354586857514638,0.0032530904359141,0.0500975927130774,0.0725439167208848
93527,2387,0.091,0.292,0.155,0.345,0.08800000000000001,0.098,0.07400000000000001,0.081,0.402,0.146,0.11699999999999999,0.315,0.04,1238,0.03812316715542522,0.17720988688730624,0.16045245077503142,0.14285714285714285,0.5379136992040218,25.0,,68421.0,0.518282989,0.481717011,0.019077901,0.022257552,0.170111288,0.13036566,0.176470588,0.034976153,0.060413355,0.12718601,0.108108108,0.151033386,,,,,,Kern,0.9589442815249268,0.870548806032677,0.0113112693757855,0.015919564306661,0.0196899874319229,0.0012568077084206,0.0402178466694595,0.0410557184750733
93532,2932,0.11900000000000001,0.21100000000000002,0.20199999999999999,0.27399999999999997,0.063,0.084,0.051,0.06,0.311,0.14400000000000002,0.087,0.272,0.028999999999999998,2163,0.07025920873124147,0.2179399727148704,0.31241473396998637,0.13710777626193724,0.7806957708049114,24.0,,64969.0,0.571005917,0.428994083,0.053254438,0.029585799,0.168639053,0.171597633,0.147928994,0.0,0.0,0.130177515,0.198224852,0.100591716,,,,,,Los Angeles,0.963506139154161,0.8431105047748977,0.0371759890859481,0.0098908594815825,0.0126193724420191,0.0006821282401091,0.0600272851296043,0.036493860845839
93534,39341,0.19,0.213,0.166,0.306,0.057,0.094,0.061,0.068,0.282,0.156,0.11599999999999999,0.311,0.039,27997,0.1248824381688315,0.21562746244376096,0.2662870796370199,0.10485244401514959,0.7440329427315014,457.0,114.0,41537.0,0.56317555,0.43682445,0.01155423,0.110324264,0.161386508,0.133432725,0.146477823,0.023853895,0.048080507,0.09280656,0.164740962,0.107342527,12.0,43.0,10.0,6130.0,1247.0,Los Angeles,0.9450446099489084,0.4991993086093388,0.2190589969751658,0.0119214051498436,0.0359421468696779,0.0019826643959228,0.1769400879489591,0.0549553900510917
93535,72046,0.222,0.196,0.168,0.293,0.047,0.096,0.055,0.067,0.271,0.172,0.11699999999999999,0.331,0.035,51617,0.1439496988035422,0.2512561419093357,0.2514227021625073,0.0698165061210893,0.7482025372678567,519.0,117.0,46600.0,0.466253461,0.533746539,0.043284985,0.105342038,0.129473925,0.113826301,0.074326212,0.038788833,0.10140473,0.169380446,0.116417304,0.107755226,,5.0,3.0,6130.0,1247.0,Los Angeles,0.946353718457652,0.4682425117286178,0.2091719179413152,0.0100074952113927,0.0286483635455125,0.0023873636287927,0.2278960664020209,0.0536462815423479
93536,70918,0.149,0.179,0.19899999999999998,0.259,0.053,0.081,0.043,0.048,0.272,0.132,0.086,0.27399999999999997,0.027000000000000003,52750,0.09427789841789108,0.1973687921261175,0.2878676781635128,0.1643024337967794,0.7830029047632477,528.0,123.0,79990.0,0.495489066,0.504510934,0.039534633,0.120758376,0.153304427,0.113917914,0.067973715,0.038470861,0.106188732,0.150584402,0.131140256,0.078126683,1.0,15.0,0.0,6130.0,1247.0,Los Angeles,0.950379311317296,0.6004399447248936,0.1438844863081305,0.0091937166868778,0.0550353929890859,0.0023830339265066,0.1394427366818015,0.0496206886827039
93543,13033,0.257,0.212,0.165,0.304,0.053,0.094,0.065,0.075,0.3,0.17300000000000001,0.131,0.32799999999999996,0.039,10255,0.2871940458835264,0.2122304918284355,0.22995473030000768,0.057469500498733984,0.8345737742653265,115.0,25.0,51719.0,0.68442623,0.31557377,0.0,0.172131148,0.0,0.217213115,0.295081967,0.0,0.0,0.036885246,0.172131148,0.106557377,,,,,,Los Angeles,0.9541932018721706,0.6009360853218753,0.0642215913450472,0.0142714647433438,0.0134274533875546,0.0024553057622957,0.258881301312054,0.0458067981278293
93544,1259,0.152,0.294,0.145,0.38299999999999995,0.087,0.087,0.092,0.095,0.37,0.154,0.14300000000000002,0.303,0.05,1086,0.07227958697378872,0.22319301032565528,0.44082605242255757,0.12629070691024621,0.8895949166004765,20.0,,43913.0,0.501806559,0.498193441,0.042801556,0.091092273,0.151820456,0.124652585,0.091439689,0.041342412,0.11221512,0.126250695,0.10971373,0.108671484,,,,,,Los Angeles,0.9586973788721208,0.7529785544082606,0.0405083399523431,0.0071485305798252,0.017474185861795,0.0063542494042891,0.1342335186656076,0.0413026211278792
93545,2082,0.154,0.281,0.157,0.355,0.083,0.1,0.085,0.08900000000000001,0.355,0.165,0.131,0.302,0.046,1366,0.18107588856868395,0.21805955811719502,0.15081652257444764,0.10614793467819404,0.6777137367915466,25.0,,46875.0,0.600515464,0.399484536,0.0,0.048109966,0.124570447,0.187285223,0.240549828,0.0,0.018900344,0.036082474,0.125429553,0.219072165,1.0,4.0,3.0,13.0,9.0,Inyo,0.9534101825168108,0.6623439000960615,0.0028818443804034,0.0984630163304514,0.0081652257444764,0.0004803073967339,0.1810758885686839,0.0465898174831892
93546,9567,0.13,0.185,0.223,0.24,0.051,0.09300000000000001,0.042,0.052000000000000005,0.27,0.147,0.075,0.287,0.023,7446,0.08947423434723528,0.1851155012020487,0.31410055398766595,0.1896101181143514,0.8027594857322045,20.0,,62747.0,0.537067545,0.462932455,0.017572762,0.115870401,0.096650192,0.133992312,0.172981878,0.046128501,0.070291049,0.129599121,0.070291049,0.146622735,,3.0,3.0,4.0,4.0,Mono,0.971464408905613,0.8168704923173409,0.0034493571652555,0.0061670325075781,0.0162015260792306,0.0010452597470471,0.1277307410891606,0.0285355910943869
93550,74929,0.263,0.17800000000000002,0.17,0.27399999999999997,0.042,0.094,0.05,0.06,0.262,0.165,0.11599999999999999,0.331,0.032,53037,0.21568418102470338,0.20998545289540765,0.22837619613233862,0.05378424908913772,0.7423827890402914,429.0,104.0,45918.0,0.600682594,0.399317406,0.0,0.023890785,0.133105802,0.174061433,0.269624573,0.0,0.0,0.081911263,0.221843003,0.09556314,3.0,17.0,6.0,6130.0,1247.0,Los Angeles,0.9459888694630916,0.4559249422786905,0.1524643329018137,0.009262101456045,0.0243563907165449,0.0017883596471326,0.3021927424628648,0.0540111305369082
93551,50798,0.134,0.18600000000000003,0.188,0.26,0.055999999999999994,0.08,0.043,0.047,0.289,0.11800000000000001,0.08900000000000001,0.265,0.027000000000000003,37805,0.09004291507539666,0.16530178353478484,0.29914563565494706,0.18973187920784282,0.7775502972557975,399.0,104.0,93055.0,0.483356127,0.516643873,0.041067788,0.113578304,0.150375455,0.120300364,0.058034217,0.045790003,0.115268495,0.15532991,0.129280314,0.07097515,,21.0,7.0,6130.0,1247.0,Los Angeles,0.9458049529509036,0.6214811606756172,0.1126028583802511,0.007913697389661,0.0744714358833024,0.0027363282018977,0.126599472420174,0.0541950470490964
93552,38158,0.242,0.163,0.179,0.256,0.042,0.087,0.043,0.049,0.264,0.14400000000000002,0.105,0.312,0.027999999999999997,27750,0.2033125425860894,0.21151527857854185,0.2379579642538917,0.0744535877142408,0.7695896011321348,195.0,37.0,65728.0,0.486808561,0.513191439,0.034959783,0.090689907,0.131815577,0.139384597,0.089958696,0.030216794,0.097013893,0.132685125,0.153218316,0.100057311,,1.0,1.0,6130.0,1247.0,Los Angeles,0.9507049635725144,0.4454373918968499,0.1602023166832643,0.0088316997746213,0.0341474920069186,0.0018606845222495,0.3002253786886105,0.0492950364274857
