,ZCTA5,insurance_access,ARTHRITIS_CrudePrev,DRINKING,BPHIGH_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,COPD_CrudePrev,HIGHCHOL_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev
242,24016,17.7,26.5,15.6,39.7,5.5,11.5,6.9,9.5,28.6,25.7,14.6,39.7,4.8
243,28518,19.5,29.0,15.5,36.0,7.4,10.0,7.2,9.2,33.5,22.6,12.3,35.4,4.1
244,4764,14.9,40.2,11.3,49.3,11.3,12.1,12.7,14.9,43.8,21.7,16.4,39.4,5.9
245,22827,14.3,29.8,16.2,36.9,7.8,10.1,7.2,9.7,35.2,21.2,11.6,36.0,3.8
246,20197,7.9,25.1,17.0,30.1,7.4,8.2,4.8,5.3,34.3,11.5,8.5,28.4,2.4
247,28032,14.4,27.4,15.7,34.0,7.8,9.3,6.1,7.5,34.7,19.1,9.7,31.1,3.2
248,8750,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
249,16123,9.5,31.8,19.8,32.8,7.7,10.6,6.2,7.6,33.6,21.3,9.6,37.1,3.2
250,8528,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
251,19074,9.4,25.2,21.2,29.9,6.8,10.1,5.1,6.3,30.5,19.1,8.0,30.9,2.7
252,28508,33.9,24.8,15.2,32.4,5.4,10.3,7.1,9.8,31.4,26.5,12.5,38.5,3.9
253,21132,9.1,27.8,17.1,35.5,7.9,9.1,6.2,7.3,35.0,18.5,10.3,35.5,3.0
254,28152,17.7,28.4,15.3,36.9,7.2,10.2,7.0,8.9,34.4,21.9,12.4,36.4,4.0
255,3766,10.2,23.0,17.1,25.1,7.5,9.8,5.0,5.5,28.3,14.1,7.5,25.8,2.6
256,29063,12.3,22.4,21.0,28.7,6.0,9.0,4.3,4.8,30.9,15.3,8.2,29.7,2.5
257,13437,12.2,30.6,19.2,35.6,7.6,11.2,7.5,10.6,34.2,23.9,11.6,40.0,3.8
258,2836,7.9,19.3,23.9,22.9,5.2,10.5,3.5,4.9,24.6,19.0,5.5,26.3,1.7
259,17032,9.9,29.8,19.3,31.3,7.5,10.4,6.1,7.6,33.9,21.3,9.2,34.5,3.2
260,22312,16.5,19.4,14.4,29.2,4.9,9.0,4.2,5.0,28.5,15.3,9.4,29.3,2.6
261,16236,10.3,31.0,18.5,32.3,7.6,10.5,6.1,8.1,31.7,22.7,10.0,35.9,3.3
262,23606,12.8,22.2,18.7,30.6,5.7,10.3,4.7,5.9,26.1,16.2,8.6,33.4,2.7
263,24531,15.3,32.1,14.0,43.1,7.8,10.5,8.1,10.0,37.0,21.9,15.1,39.6,4.8
264,3234,10.4,26.4,16.8,30.4,8.0,10.1,5.6,6.6,29.5,16.3,8.0,31.0,2.9
265,16669,10.3,30.3,18.9,33.0,7.8,10.2,6.4,7.9,33.2,21.7,9.7,34.9,3.3
266,28673,12.7,27.6,15.6,34.2,8.0,8.8,6.1,7.1,36.5,18.1,10.3,34.2,3.2
267,7012,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
268,29564,22.3,34.4,12.2,55.7,6.9,12.2,9.0,9.9,39.1,23.3,22.5,49.9,7.2
269,28777,17.8,28.7,16.8,34.9,7.7,9.1,7.3,8.7,36.2,21.6,11.3,35.0,3.8
270,24860,12.8,42.9,11.5,45.3,8.5,11.5,10.4,13.3,39.7,27.7,15.8,42.5,4.7
271,20136,10.4,16.8,19.1,23.4,4.4,8.2,2.7,3.6,24.9,13.5,6.4,27.2,1.7
272,30054,21.6,26.4,17.0,35.7,6.8,9.6,6.5,8.2,34.5,21.1,12.0,33.9,3.7
273,5050,8.4,28.6,17.3,32.4,8.7,9.4,6.8,7.1,30.1,14.9,9.2,26.9,3.5
274,22066,6.5,23.0,13.6,29.0,7.4,7.7,4.6,4.2,34.8,8.6,8.0,23.1,2.2
275,29831,18.1,29.9,16.0,38.6,7.4,10.2,7.1,8.4,34.5,19.6,13.0,37.4,4.0
276,7508,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
277,18622,10.1,32.6,19.7,34.3,8.5,9.8,7.6,8.2,35.8,21.9,10.5,31.6,3.7
278,7501,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
279,16938,11.0,34.5,16.2,38.4,8.9,10.4,8.7,9.9,36.9,23.4,12.4,37.0,4.4
280,17256,10.5,28.0,18.9,31.9,6.7,10.2,5.5,7.4,31.0,23.0,8.6,37.4,3.0
281,21647,9.7,34.0,12.7,40.9,10.3,9.6,8.6,9.0,39.0,15.8,14.0,33.7,4.6
282,1240,6.5,31.7,15.3,33.2,11.5,9.3,7.9,6.8,34.9,12.1,10.1,22.6,3.8
283,27046,17.8,29.7,16.4,33.9,7.6,9.5,7.2,9.1,35.6,23.7,11.2,34.7,3.7
284,26347,12.3,36.7,13.8,40.5,7.4,11.1,8.6,10.8,37.7,25.7,13.3,38.7,3.8
285,6039,6.4,29.2,14.7,31.2,9.6,9.1,6.2,5.7,36.6,10.9,9.0,27.3,3.0
286,8527,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
287,25186,12.4,45.7,10.7,47.9,9.9,11.6,11.5,13.1,39.5,23.8,17.8,38.2,5.4
288,6052,12.3,23.7,16.1,29.5,6.9,10.6,5.5,5.8,32.9,14.8,9.0,30.7,2.9
289,16730,10.0,34.4,17.3,35.1,8.4,10.9,7.4,9.2,34.9,22.3,11.2,34.9,3.9
290,27530,19.8,30.3,14.4,39.0,6.8,10.8,7.6,9.1,33.6,22.4,14.6,36.3,4.9
291,4623,16.4,32.7,17.6,39.2,8.2,11.5,8.0,11.0,37.4,23.1,11.5,35.1,4.0
292,12577,9.2,22.6,19.4,26.9,6.7,9.2,4.6,5.5,31.8,14.3,7.6,29.2,2.3
293,29446,16.8,31.2,14.1,48.0,7.2,10.3,7.6,7.7,36.4,19.2,17.6,37.2,5.4
294,6441,7.1,25.3,17.6,30.0,7.6,9.7,5.1,5.4,32.9,13.4,7.8,28.4,2.6
295,2655,6.1,31.9,16.2,34.9,11.0,9.7,7.5,6.6,35.8,11.6,9.5,23.2,3.6
296,15034,9.9,33.6,18.3,36.5,9.0,10.7,7.8,9.5,34.1,22.8,11.7,31.7,4.2
297,2134,9.1,10.4,26.3,14.0,2.8,10.1,2.4,2.7,16.3,10.7,4.1,17.3,1.3
298,23123,15.7,32.8,13.6,43.6,7.6,10.8,8.0,9.9,35.8,21.9,15.6,40.9,4.9
299,8330,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
300,8833,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
301,7059,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
302,13732,8.5,25.8,20.7,29.8,8.0,9.6,5.6,6.8,32.1,16.5,8.6,29.4,2.9
303,4849,11.0,29.2,16.4,32.4,8.5,10.6,6.6,7.7,33.2,15.6,8.6,28.7,3.1
304,18219,8.0,32.2,18.8,32.7,9.1,9.5,6.8,6.9,35.8,16.8,9.6,29.2,3.4
305,7876,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
306,29860,14.7,27.8,17.4,35.4,7.5,9.5,6.2,7.2,34.9,17.3,11.0,34.3,3.4
307,14752,9.0,36.6,14.3,43.8,11.2,10.8,9.4,12.1,42.1,19.2,15.0,34.0,4.7
308,13357,10.7,27.3,18.7,34.3,7.8,10.7,6.6,8.5,31.8,19.8,10.2,34.0,3.4
309,20763,9.3,16.2,16.6,26.1,5.0,8.2,3.2,3.7,27.7,11.4,6.9,27.0,2.0
310,16830,12.0,34.2,15.7,37.2,8.8,10.9,8.6,10.1,34.7,23.3,12.1,37.7,4.5
311,25315,13.4,41.2,12.5,49.5,8.9,12.0,10.9,12.6,42.3,26.6,15.8,40.8,5.0
312,30113,22.8,30.2,16.1,38.4,7.7,9.9,8.0,10.4,37.8,24.0,12.8,34.9,4.2
313,18232,13.9,34.6,15.9,37.3,8.4,11.6,9.1,11.1,35.0,25.4,12.6,37.4,4.8
314,20612,8.2,29.0,16.2,36.5,8.9,8.6,6.3,6.7,36.9,14.7,10.7,37.7,3.1
315,6752,6.1,29.3,15.0,31.1,10.0,8.7,6.0,5.5,36.3,10.7,8.7,26.6,2.9
316,12603,10.0,23.4,21.2,29.9,7.1,9.9,5.1,6.0,30.2,14.8,8.5,31.1,2.7
317,29009,20.8,33.4,14.7,45.8,8.2,10.6,9.3,10.8,40.2,23.8,16.3,38.8,5.4
318,2379,7.1,27.5,20.1,31.5,8.5,9.7,6.2,6.2,32.3,15.3,8.4,26.1,3.0
319,4284,11.5,32.7,14.7,35.4,9.4,10.3,7.8,9.1,34.7,17.2,10.4,34.7,3.7
320,26690,13.6,39.3,13.0,42.1,7.5,11.5,9.1,12.0,36.9,28.3,14.2,39.4,4.1
321,1521,7.4,26.5,21.0,29.0,7.1,10.6,5.4,6.3,30.0,18.8,7.9,27.3,2.7
322,19565,9.3,29.9,17.3,33.0,8.9,9.8,6.7,7.2,34.5,17.6,9.5,30.9,3.5
323,20151,11.8,18.4,14.2,25.6,5.1,7.9,3.7,4.1,29.8,12.0,7.9,23.9,2.0
324,13733,11.2,29.4,19.5,32.9,8.1,10.4,7.4,9.6,34.8,20.5,10.9,33.9,3.7
325,22476,16.9,31.9,12.2,47.2,6.8,11.5,8.1,9.6,35.5,22.0,19.0,44.2,5.8
326,23923,16.3,33.2,14.2,43.9,7.9,10.9,9.0,11.2,36.8,23.5,16.1,39.8,5.3
327,23092,12.4,35.7,13.7,44.7,9.3,10.0,8.5,9.6,38.9,18.6,15.5,36.0,5.0
328,28034,18.6,28.2,15.4,36.4,7.1,10.1,6.9,9.3,35.2,23.9,11.3,34.4,3.7
329,4862,13.9,31.6,17.7,32.8,8.1,10.5,7.1,8.7,35.7,18.5,9.4,29.5,3.4
330,14614,19.8,14.9,21.9,29.9,2.4,10.2,4.2,5.7,21.5,26.2,9.5,40.2,2.7
331,29426,20.8,29.1,18.0,45.0,6.9,11.3,8.1,9.0,35.9,22.0,16.9,39.3,5.6
332,26298,12.0,46.2,10.5,49.5,9.4,11.4,12.0,14.4,42.8,25.5,18.2,44.5,5.1
333,20619,9.6,22.9,19.8,29.6,5.9,8.9,4.0,5.2,30.8,16.5,8.0,35.4,2.2
334,16213,12.0,34.8,17.2,36.4,8.8,10.7,8.1,10.2,35.3,24.1,11.6,36.3,4.3
335,2767,7.0,24.9,19.7,29.1,7.8,9.9,5.3,5.9,29.6,15.1,7.7,29.2,2.7
336,14742,8.2,37.9,12.2,45.5,14.9,9.0,11.3,10.6,40.7,12.4,13.5,26.9,5.5
337,26294,14.9,42.3,11.7,47.3,8.2,11.9,11.6,15.1,41.7,30.5,17.3,39.7,5.2
338,4730,17.0,32.3,14.4,40.7,8.7,12.4,9.3,12.0,36.6,22.9,12.6,39.3,4.6
339,8640,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
340,10546,6.0,20.0,18.1,22.8,6.9,8.4,3.9,4.1,29.3,8.5,6.7,21.7,2.0
341,2886,8.3,31.3,17.1,35.8,8.5,10.7,6.7,8.3,33.0,15.9,10.1,29.2,3.2
342,12144,9.7,24.2,20.3,27.8,7.2,9.5,5.2,6.5,30.3,16.3,8.2,29.7,2.7
343,3608,9.0,29.1,15.7,30.1,8.4,10.0,5.8,6.2,29.3,14.0,8.6,28.8,2.9
344,15463,13.8,32.0,17.2,36.2,7.2,11.3,7.7,10.1,33.4,27.5,12.6,41.6,4.5
345,22433,13.4,28.5,16.2,35.1,6.9,10.4,6.3,9.0,34.6,22.5,11.2,34.2,3.4
346,25051,15.3,44.3,11.6,48.0,8.0,12.2,11.2,14.9,39.3,30.7,17.4,47.3,5.1
347,12440,8.5,27.3,18.4,32.3,8.3,9.7,6.1,7.6,34.8,15.8,9.5,29.6,3.1
348,26349,13.9,33.2,14.4,36.1,6.7,11.1,7.3,9.9,32.2,26.4,11.8,35.3,3.4
349,29058,18.0,29.5,15.9,42.0,7.5,10.3,7.3,8.8,37.6,21.2,14.1,37.3,4.4
350,28107,13.1,26.9,17.2,32.3,7.5,8.9,5.9,6.9,34.8,17.5,9.6,34.2,3.1
351,7422,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
352,4406,16.0,34.6,14.9,38.6,9.1,11.4,8.9,11.8,38.2,23.4,12.6,36.5,4.5
353,8212,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
354,25309,11.3,38.0,13.4,46.4,8.3,11.3,9.3,10.2,40.8,23.5,13.8,39.6,4.1
355,27292,20.5,30.3,15.2,38.1,7.4,10.4,8.0,10.2,36.4,24.6,13.4,39.8,4.5
356,8008,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
357,26440,13.8,38.9,12.9,43.3,7.6,11.3,9.9,12.3,37.3,28.9,14.8,42.2,4.3
358,20855,8.8,21.7,12.6,28.6,7.0,8.2,4.8,4.9,35.4,9.7,9.0,22.9,2.6
359,12077,7.8,23.1,20.0,26.4,7.8,9.4,5.2,6.0,32.4,12.9,7.9,28.2,2.6
360,26431,11.9,35.9,13.1,39.7,8.0,10.7,8.7,10.5,36.8,24.3,13.5,36.8,3.9
361,6117,6.5,23.8,15.1,28.3,8.5,9.9,5.3,4.4,32.3,8.9,7.3,24.2,2.6
362,17268,11.5,29.9,17.4,34.5,7.7,10.5,6.7,8.3,32.4,21.6,10.0,37.2,3.5
363,5483,11.2,26.2,19.1,28.3,6.7,10.7,5.9,7.7,28.8,19.7,8.2,34.3,3.1
364,1342,6.7,25.5,20.3,27.8,7.8,9.5,5.5,6.0,30.1,14.4,8.2,28.0,2.8
365,7974,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
366,17557,13.0,32.3,15.8,35.4,9.1,10.8,8.1,9.3,32.9,21.5,11.3,30.1,4.2
367,24064,11.1,30.0,15.9,36.2,8.1,9.4,6.6,8.5,35.7,19.0,11.1,33.9,3.5
368,23513,17.5,24.5,16.9,37.6,5.5,10.7,5.5,7.3,27.4,21.3,12.9,38.0,4.1
369,12921,10.9,25.9,19.3,31.9,7.2,11.0,6.4,8.4,31.5,19.8,9.9,35.5,3.2
370,26845,11.0,34.4,14.3,37.0,7.4,10.2,7.3,9.0,36.1,22.2,11.7,35.8,3.3
371,17340,10.2,29.8,17.9,31.4,7.5,10.3,6.0,7.4,33.1,21.0,9.3,35.9,3.2
372,15133,9.5,31.6,19.4,34.1,9.0,10.3,7.1,8.3,32.6,21.1,10.3,29.8,3.8
373,24729,13.9,45.8,11.5,47.5,8.7,11.6,11.3,14.6,44.1,28.9,17.2,42.4,5.0
374,23442,17.0,29.5,14.5,42.3,6.6,10.9,7.2,9.3,32.5,22.8,15.1,42.0,4.7
375,25125,14.2,38.4,12.8,41.9,7.5,11.5,9.6,12.6,38.0,28.6,14.4,40.2,4.3
376,15696,9.0,31.7,19.8,32.5,8.1,9.8,6.3,7.2,34.6,20.2,9.5,35.7,3.2
377,28630,17.1,29.5,16.4,34.4,7.3,10.0,6.8,9.0,35.1,23.3,11.0,34.7,3.5
378,28080,16.4,27.2,16.2,32.1,6.9,9.5,6.1,8.1,34.5,22.0,10.5,35.0,3.3
379,24243,14.8,32.1,15.0,37.9,7.5,10.6,8.1,11.4,35.9,24.8,12.8,37.6,4.2
380,24879,18.3,42.8,11.4,46.1,7.1,13.4,11.9,17.0,40.2,36.3,17.9,47.1,5.4
381,19372,9.5,23.2,18.6,26.9,6.2,9.8,4.3,5.2,29.0,16.9,7.6,32.4,2.5
382,15420,13.4,31.2,16.0,37.5,7.3,11.7,7.7,9.3,32.5,24.7,13.5,41.9,4.7
383,19050,11.5,26.3,16.5,38.5,6.2,11.4,5.5,6.1,29.1,18.5,12.0,37.9,3.8
384,3257,7.5,27.1,15.0,31.0,10.0,9.7,6.5,5.6,29.7,9.1,7.9,24.8,3.0
385,3462,8.9,28.2,16.6,29.3,7.7,10.0,5.4,6.1,29.0,15.0,8.4,29.6,2.7
386,14812,11.4,25.9,20.1,32.1,7.2,10.5,6.4,8.5,32.5,21.0,9.8,32.8,3.2
387,5042,9.1,29.1,17.3,32.9,8.4,9.8,6.9,7.8,31.2,16.8,9.7,28.5,3.6
388,1719,5.3,21.5,20.2,25.2,6.8,8.9,4.3,4.1,29.8,10.7,7.0,21.9,2.2
389,1905,17.2,23.0,19.6,26.4,5.5,10.0,5.6,6.2,27.0,18.8,9.5,28.3,3.0
390,23313,13.1,37.6,11.5,47.7,10.2,10.6,9.7,10.6,38.9,17.3,16.8,36.7,5.6
391,29671,17.2,30.6,17.0,38.3,7.9,9.6,8.0,9.5,39.8,21.1,12.4,32.6,4.1
392,8270,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
393,11021,7.8,24.4,17.2,30.5,9.5,8.2,5.8,5.5,36.1,9.8,9.5,22.9,2.8
394,20816,5.2,22.3,13.0,27.2,8.7,7.7,4.5,3.8,36.1,6.2,7.1,21.1,2.2
395,30124,19.7,30.7,15.6,38.0,8.2,9.4,7.9,9.5,36.7,21.5,12.5,31.4,4.1
396,21890,19.9,15.7,22.9,36.5,2.8,8.7,3.8,4.8,25.7,26.4,9.3,44.5,2.7
397,4496,15.5,28.2,17.1,31.8,7.0,11.9,6.6,9.4,31.4,22.4,8.9,31.7,3.3
398,14208,15.4,29.8,14.9,43.7,6.6,13.8,8.5,10.2,29.6,20.9,18.5,41.0,6.6
399,24827,16.4,42.0,11.4,45.2,7.3,12.5,10.8,15.2,38.3,34.0,16.4,45.5,4.9
400,23866,12.6,31.0,15.5,39.8,7.7,10.0,7.0,8.7,35.4,19.8,13.2,38.2,4.2
401,29915,10.4,33.7,16.1,41.7,10.9,8.0,7.8,7.6,44.9,13.7,12.0,25.4,3.7
402,15350,7.8,29.4,20.0,31.8,8.1,9.6,5.8,6.1,31.9,15.4,8.4,32.8,2.9
403,11757,10.7,21.6,20.5,26.7,6.9,9.4,4.8,6.4,29.1,16.6,7.9,26.3,2.6
404,14456,11.8,25.5,18.7,31.6,7.3,10.6,6.4,8.1,31.4,17.8,9.9,32.4,3.4
405,5874,10.8,32.7,17.0,37.4,8.6,10.7,8.0,9.7,33.8,21.0,11.8,33.7,4.2
406,20693,9.0,28.3,16.1,35.5,7.4,9.7,5.4,7.0,35.5,17.9,10.8,41.2,3.0
407,19020,11.7,26.3,18.1,31.6,6.8,9.9,5.8,6.7,32.0,19.9,10.1,33.0,3.1
408,28732,13.2,25.8,17.0,29.7,7.6,8.7,5.6,6.5,33.4,17.1,9.1,30.0,2.9
409,14001,9.1,28.1,19.9,31.7,8.4,10.2,6.3,8.0,34.0,17.9,9.4,30.5,3.2
410,11209,12.6,17.6,20.1,24.4,6.6,8.1,4.9,5.5,28.0,12.2,7.6,21.0,2.6
411,22835,13.6,32.5,14.8,39.2,8.8,9.9,8.0,10.1,36.4,21.2,12.6,35.0,4.2
412,15725,10.5,31.5,17.5,34.2,8.0,10.2,7.1,8.4,33.7,22.2,10.4,32.6,3.7
413,14085,8.0,23.2,22.7,26.3,6.8,9.8,4.5,6.0,31.6,16.5,7.2,29.2,2.3
414,10520,8.2,25.1,16.4,28.2,8.7,9.0,5.9,6.2,32.9,10.3,8.8,24.1,3.0
415,12776,10.8,31.7,17.2,35.5,9.4,9.9,8.1,9.3,37.6,18.1,11.4,31.5,4.0
416,8867,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
417,27052,17.5,32.1,14.7,37.5,8.1,9.9,8.1,9.9,36.6,23.0,13.2,36.3,4.4
418,17830,11.7,32.5,16.8,36.3,8.4,10.5,7.6,9.3,36.1,24.0,11.3,38.1,4.0
419,23356,13.3,33.0,14.5,41.2,8.7,9.7,8.3,10.2,36.8,20.5,13.4,36.7,4.3
420,25521,12.4,36.4,14.0,38.8,7.3,11.0,8.3,10.5,35.9,25.1,12.6,40.7,3.7
421,22989,12.8,23.7,18.9,30.4,5.0,9.9,4.6,7.3,30.2,24.4,8.7,35.4,2.6
422,17075,13.1,34.7,15.1,37.6,8.6,11.4,8.1,10.7,36.1,25.9,12.4,39.1,4.3
423,18850,10.9,32.1,17.9,33.6,7.8,10.7,7.0,8.7,33.2,23.1,10.5,37.6,3.7
424,26542,10.7,36.0,14.3,39.0,7.9,10.3,7.8,9.3,33.2,22.2,12.4,41.6,3.5
425,12037,9.0,28.6,17.5,31.7,8.5,9.3,6.7,7.7,33.9,15.7,9.5,29.1,3.4
426,19446,8.7,27.0,17.3,29.3,7.8,9.3,5.2,5.4,31.2,14.5,8.7,28.2,2.8
427,7848,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
428,13409,10.3,24.4,20.8,29.7,7.3,10.3,5.6,7.7,33.1,20.2,8.6,34.8,2.9
429,21813,9.3,31.8,17.6,37.6,8.0,8.9,6.1,6.9,37.2,16.8,10.7,34.0,3.2
430,5678,10.3,28.3,18.8,30.5,8.2,10.8,6.8,8.0,30.5,17.7,9.4,29.3,3.6
431,16948,11.8,35.1,15.9,37.8,8.6,11.2,8.7,10.8,36.4,24.6,12.5,35.7,4.5
432,28615,18.0,35.7,13.4,42.2,9.3,10.0,10.3,12.4,40.2,24.5,15.0,37.0,5.2
433,11716,9.2,23.1,19.8,27.9,7.6,9.1,5.1,6.5,30.6,15.5,8.0,25.7,2.7
434,7001,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
435,11224,18.0,25.4,14.7,35.9,8.4,9.7,8.8,9.6,34.2,15.2,13.6,26.5,5.0
436,13081,10.3,28.4,19.9,32.9,8.0,10.3,6.6,8.3,36.0,18.7,9.9,33.3,3.3
437,21036,5.7,22.9,14.2,31.7,8.4,7.6,4.7,4.4,36.8,8.5,8.4,24.9,2.5
438,13325,11.1,27.6,18.8,33.8,8.0,10.3,7.5,9.4,33.2,20.2,10.7,38.3,3.7
439,17603,14.7,25.6,17.1,29.9,6.6,10.6,5.7,6.6,28.5,19.5,9.9,31.8,3.1
440,28007,22.3,32.2,12.0,47.4,7.0,11.3,8.6,10.0,35.7,24.6,19.4,43.4,6.3
441,6259,7.0,25.7,18.0,28.6,7.4,10.3,4.9,5.3,32.9,14.1,7.8,28.4,2.4
442,24150,12.1,31.5,15.4,38.3,8.2,9.8,7.6,9.5,36.0,21.0,12.1,35.7,3.9
443,22602,12.1,25.0,16.7,32.3,6.9,9.3,5.2,6.7,31.9,17.4,8.9,32.6,2.8
444,12853,9.9,31.5,17.5,36.5,9.4,10.1,7.9,9.3,35.5,16.8,10.8,33.5,3.9
445,20904,11.9,21.4,11.4,31.9,6.7,9.1,4.9,4.8,32.2,10.6,10.2,26.9,3.1
446,23129,10.2,27.3,16.1,35.0,7.4,9.2,5.4,6.5,33.7,15.8,10.2,33.2,3.0
447,13024,29.3,18.4,23.2,38.2,2.9,10.5,5.9,8.4,27.8,35.8,13.2,48.1,3.8
448,4352,12.6,30.0,15.8,33.0,8.5,10.3,7.0,8.5,32.7,18.3,9.5,34.4,3.3
449,10578,8.0,20.7,19.4,23.4,6.9,9.1,4.4,5.1,27.9,11.3,7.0,24.0,2.2
450,12401,13.0,27.2,17.5,33.7,7.8,10.5,6.8,8.7,33.5,18.8,10.8,31.7,3.6
451,30083,27.2,22.4,15.8,38.9,4.9,10.9,5.4,7.1,28.3,20.5,14.2,38.8,4.3
452,15480,10.8,32.8,16.7,34.9,8.8,10.4,7.6,9.2,35.0,21.6,11.3,37.3,4.0
453,12545,9.4,29.0,19.0,34.9,9.3,9.8,7.1,7.8,34.4,15.1,9.9,31.4,3.5
454,24598,13.4,32.8,14.5,43.3,8.8,10.0,8.3,10.1,37.4,20.7,14.7,35.7,4.8
455,28751,12.8,35.5,12.9,39.6,10.3,9.0,9.3,9.8,44.3,17.2,13.8,33.8,4.5
456,29607,15.1,22.9,16.8,30.5,6.6,9.0,5.3,5.5,30.5,14.0,10.5,32.7,3.1
457,12106,7.9,28.1,17.4,30.9,8.9,8.9,6.4,6.9,34.0,13.8,8.9,28.0,3.1
458,10963,15.7,19.6,20.9,29.9,4.9,8.7,4.8,5.8,29.4,19.5,9.2,35.4,2.6
459,21801,12.5,25.9,14.7,37.3,6.5,10.5,6.0,7.0,32.3,17.7,12.1,37.3,3.8
460,29468,22.2,33.6,11.9,53.3,7.4,11.6,9.2,10.0,38.3,24.0,22.1,46.3,6.8
461,17837,10.2,23.7,21.0,26.4,6.9,9.9,5.2,5.7,27.4,15.4,7.6,30.6,2.8
462,5474,9.1,29.5,17.4,35.0,8.4,10.0,6.9,8.0,33.7,18.5,9.7,28.8,3.6
463,28574,17.2,23.6,19.4,29.0,5.7,9.5,5.0,6.8,30.4,20.6,8.7,33.2,2.8
464,13153,7.0,22.3,24.4,24.9,6.9,9.3,4.5,5.0,30.6,13.0,6.6,28.8,2.2
465,5650,8.0,24.3,20.9,25.8,6.7,10.7,4.8,6.1,28.2,15.9,7.5,28.0,2.6
466,2030,4.2,23.7,21.6,26.1,8.3,8.6,4.7,4.1,33.3,8.6,7.2,20.8,2.2
467,23417,12.3,33.9,13.1,43.7,9.3,9.8,8.4,9.4,36.3,17.1,14.5,37.2,4.7
468,28128,16.4,30.4,15.1,36.8,8.1,9.6,7.6,9.1,36.5,21.2,12.5,36.5,4.1
469,12089,10.4,34.1,16.0,38.6,9.3,10.5,9.7,11.5,37.3,20.7,13.1,34.0,4.7
470,6073,5.2,23.1,16.8,26.7,7.7,9.4,4.3,4.0,34.6,9.7,6.8,26.1,2.1
471,7456,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
472,16145,11.4,33.1,16.7,35.7,8.5,10.7,8.0,9.5,34.8,23.1,11.4,34.7,4.1
473,14548,10.3,27.3,19.3,33.2,7.6,10.4,6.4,8.7,33.8,20.4,9.9,34.5,3.3
474,23108,11.7,32.3,14.6,39.3,8.2,9.8,7.3,9.0,38.6,19.8,13.0,36.3,4.1
475,8328,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
476,27260,29.6,29.1,11.6,43.1,6.0,12.2,8.6,11.2,33.0,29.4,18.3,43.1,6.2
477,16424,10.9,34.9,15.8,38.4,9.2,10.4,8.5,9.9,36.2,23.1,12.3,33.6,4.4
478,19534,9.4,27.5,19.4,30.6,7.6,10.0,5.8,7.0,32.6,20.0,8.8,32.0,3.0
479,23110,12.1,32.5,14.9,40.2,8.6,9.7,7.6,9.2,37.4,19.2,13.1,36.2,4.2
480,14470,11.4,27.6,19.0,33.0,7.4,10.6,6.6,9.1,33.2,21.3,10.2,31.7,3.4
481,12470,10.5,28.3,18.8,32.3,8.1,10.7,7.1,9.0,35.1,18.4,10.1,33.1,3.5
482,3579,12.1,35.5,14.6,36.0,9.1,10.6,8.2,9.6,37.2,19.7,12.1,35.2,4.1
483,28589,13.9,32.4,16.0,36.2,8.9,9.0,7.7,9.0,38.0,20.3,11.4,34.4,3.9
