ZCTA,Total Population,insurance_access,ARTHRITIS_CrudePrev,DRINKING,BPHIGH_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,COPD_CrudePrev,HIGHCHOL_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev,Total_Population_18plus,Less than high school graduate,High school graduate,Some college or associate's degree,Bachelor's degree or higher,Employed_16_above,All_death,Heart_death,Income,Total Male%,Total Female%,Male: Under 5%,Male: 5 to 17%,Male: 18 to 39%,Male: 40 to 59%,Male: 60 and Over%,Female: Under 5%,Female: 5 to 17%,Female: 18 to 39%,Female: 40 to 59%,Female: 60 and Over%,OSM_healthcare_poi,zip_level_facilities,zip_level_facilities_filtered,county_level_facilities,county_level_facilities_filtered,county_name,Population of one race,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races
94519,18453,11.0,20.8,18.8,25.8,6.5,8.9,4.9,5.0,27.6,11.9,8.9,24.3,2.7,15728,1337,3573,5750,5068,16069,137.0,27.0,96540.0,0.5,0.5,0.031043363,0.066645785,0.153615925,0.14348855,0.105206376,0.028746433,0.057806083,0.129846175,0.151144985,0.132456324,,4.0,1.0,268.0,103.0,Contra Costa,0.9371375928033382,0.7036796184902184,0.0270416734406329,0.0097545114615509,0.0929930092667858,0.0079119926299246,0.0957567875142253,0.0628624071966618
94520,37208,19.2,17.0,19.0,23.3,4.7,9.2,4.2,4.7,24.6,13.6,9.0,26.9,2.5,30085,5802,6765,10410,7108,30919,255.0,55.0,60652.0,0.489446634,0.510553366,0.027543536,0.074896462,0.167356918,0.127638341,0.092011377,0.040467043,0.072301781,0.143106631,0.127289057,0.127388853,12.0,25.0,7.0,268.0,103.0,Contra Costa,0.9377284454955924,0.5305310685874005,0.0505267684368952,0.0079284024940872,0.0864330251558804,0.0099978499247473,0.2523113308965813,0.0622715545044076
94521,41249,9.1,21.2,18.1,26.0,6.9,8.7,4.7,4.8,29.5,10.6,8.8,22.9,2.6,34685,2128,6266,12495,13796,35469,361.0,52.0,106938.0,0.519804918,0.480195082,0.043790158,0.0805357,0.190127216,0.135163729,0.070188114,0.028926793,0.070420355,0.173251103,0.120351973,0.087244858,3.0,6.0,4.0,268.0,103.0,Contra Costa,0.9369439259133556,0.7089626415185822,0.0280006788043346,0.0055516497369633,0.1333608087468787,0.0036849378166743,0.0573832092899221,0.0630560740866445
94523,33569,7.6,20.5,18.5,24.5,7.0,8.4,4.4,4.2,28.3,9.2,7.7,21.3,2.4,28340,1069,3524,9269,14478,29153,270.0,58.0,117568.0,0.476606363,0.523393637,0.02599293,0.068274763,0.141909845,0.13523255,0.105196276,0.030544581,0.073796816,0.1359488,0.144058594,0.139044846,6.0,14.0,0.0,268.0,103.0,Contra Costa,0.944919419702702,0.7491435550656856,0.0207632041466829,0.0038130417945127,0.1369716107122643,0.001936310286276,0.0322916976972802,0.0550805802972981
94525,3127,9.0,23.5,18.5,27.9,7.4,9.2,5.3,5.5,30.9,11.7,9.3,25.1,3.0,2772,119,541,1032,1080,2901,35.0,,79681.0,0.487330381,0.512669619,0.029424368,0.065504928,0.148035995,0.139237252,0.105127839,0.032766748,0.062705328,0.148464505,0.136409084,0.132323954,,,,,,Contra Costa,0.9379597057882956,0.7978893508154781,0.0486088903102014,0.0099136552606331,0.0345378957467221,0.007675087943716,0.0393348257115446,0.0620402942117045
94526,31102,5.6,23.2,17.4,26.9,8.4,8.3,4.9,4.3,31.7,8.0,8.1,21.4,2.5,25410,705,2534,5988,16183,26471,239.0,32.0,152727.0,0.466869301,0.533130699,0.00668693,0.060182371,0.131610942,0.118237082,0.150151976,0.035258359,0.055319149,0.123708207,0.189361702,0.129483283,5.0,6.0,1.0,268.0,103.0,Contra Costa,0.9616744903864703,0.8545431161983152,0.0074271751012796,0.0015111568387885,0.0837888238698476,0.001896984116777,0.0125072342614622,0.0383255096135296
94528,964,4.9,27.1,15.7,30.8,10.3,8.2,6.1,5.0,35.1,7.3,9.1,21.3,3.0,384,0,21,56,307,384,,0.0,143013.0,0.496574619,0.503425381,0.029787234,0.103153765,0.079221367,0.155877471,0.128534782,0.022574317,0.07762185,0.085649615,0.17205372,0.145525879,,,,,,Contra Costa,0.975103734439834,0.9304979253112032,0.0,0.0010373443983402,0.0383817427385892,0.0,0.0051867219917012,0.0248962655601659
94530,23877,8.1,21.0,15.6,27.4,7.2,7.9,4.8,4.1,30.2,8.6,9.4,20.5,2.7,21493,1128,2367,4945,13053,21851,199.0,40.0,107006.0,0.5234375,0.4765625,0.0,0.0,0.0,0.0546875,0.46875,0.0,0.0,0.0,0.0546875,0.421875,2.0,5.0,2.0,268.0,103.0,Contra Costa,0.9353771411818904,0.533609749968589,0.0778992335720567,0.0046488252293001,0.2720190978766176,0.0015914897181387,0.045608744817188,0.0646228588181094
94531,40290,12.0,17.7,18.2,24.8,4.9,9.2,3.7,4.1,26.3,12.0,9.2,25.2,2.5,32659,3346,7891,13151,8271,34049,285.0,55.0,104646.0,0.474698795,0.525301205,0.029680627,0.053203289,0.138611589,0.134098298,0.119104991,0.034346911,0.060699943,0.152074967,0.134174794,0.14400459,1.0,6.0,5.0,268.0,103.0,Contra Costa,0.9167783569123852,0.3957557706626954,0.2227599900719781,0.0058575328865723,0.1715562174236783,0.008687019111442,0.1121618267560188,0.0832216430876147
94533,69277,16.2,21.2,18.6,27.9,5.7,9.9,5.0,5.6,27.8,14.5,10.3,31.8,3.2,56635,9279,15508,20785,11063,58736,604.0,104.0,73042.0,0.471177537,0.528822463,0.029961415,0.092836223,0.129910278,0.133234159,0.085235461,0.019478406,0.098600716,0.148830831,0.159290596,0.102621914,5.0,22.0,13.0,108.0,51.0,Solano,0.9079059428093018,0.4196775264517805,0.1769851465854468,0.0095269714335205,0.1270262857802734,0.0131789771497033,0.1615110354085771,0.0920940571906982
94534,36416,9.1,20.6,19.5,25.5,6.3,8.5,4.1,4.1,29.1,10.5,8.3,27.1,2.5,30356,1669,5620,11751,11316,31386,286.0,40.0,114537.0,0.491799391,0.508200609,0.035871899,0.087828848,0.172667273,0.120236072,0.0751953,0.038361723,0.091846817,0.160863666,0.120921103,0.096207301,3.0,10.0,3.0,108.0,51.0,Solano,0.9234402460456942,0.5522572495606327,0.1102262741652021,0.0058490773286467,0.1896968365553603,0.0058216168717047,0.0595891915641476,0.0765597539543058
94535,3793,10.8,7.3,30.3,11.1,1.7,9.4,1.0,2.0,12.7,11.3,2.3,24.3,0.8,2302,52,421,1042,787,2339,,0.0,70230.0,0.491220469,0.508779531,0.032849971,0.085680063,0.129564974,0.132852519,0.110272943,0.022910879,0.084941003,0.124468004,0.15219552,0.124264125,,1.0,0.0,108.0,51.0,Solano,0.90139731083575,0.6438175586606908,0.1215396783548642,0.0047455839704719,0.0722383337727392,0.0137094648035855,0.0453466912733983,0.0986026891642499
94536,68790,9.9,16.9,15.9,23.7,5.4,7.5,3.7,3.5,27.9,9.6,7.6,20.3,2.1,57498,4082,11839,13712,27865,59180,432.0,78.0,121696.0,0.510931806,0.489068194,0.107756377,0.111140031,0.248308173,0.043727225,0.0,0.079385737,0.102550755,0.263404477,0.038001041,0.005726184,20.0,14.0,6.0,548.0,233.0,Alameda,0.931283616804768,0.4127634830643989,0.0399331298153801,0.0061055385957261,0.3866695740659979,0.0067451664486117,0.0790667248146533,0.0687163831952318
94538,61148,10.8,15.2,16.5,22.0,4.7,7.4,3.3,3.2,25.7,9.8,7.2,19.9,2.0,54255,4344,12570,12640,24701,55654,335.0,75.0,112473.0,0.502933041,0.497066959,0.038897871,0.079773374,0.160081243,0.138835068,0.085345484,0.031749001,0.08126996,0.155431137,0.129909002,0.098707858,5.0,54.0,26.0,548.0,233.0,Alameda,0.934993785569438,0.3685484398508536,0.0412278406489173,0.005969124092366,0.4099561719107739,0.007130241381566,0.102161967684961,0.0650062144305619
94539,50031,6.8,15.7,12.9,23.6,5.3,6.2,3.3,2.6,30.1,6.9,7.9,15.4,1.9,41692,1844,3877,6712,29259,43573,216.0,43.0,177836.0,0.5033939,0.4966061,0.029670688,0.069834307,0.195823576,0.139505587,0.068559742,0.032234639,0.064172867,0.172184842,0.137223227,0.090790527,,11.0,2.0,548.0,233.0,Alameda,0.9648018228698207,0.2369331014770842,0.011752713317743,0.0018388599068577,0.6992664547980252,0.0018388599068577,0.0131718334632527,0.0351981771301792
94544,73026,17.9,16.9,16.7,25.1,4.7,8.8,4.1,4.3,26.6,12.8,9.3,26.3,2.5,61122,11042,20070,17724,12286,63279,491.0,111.0,82520.0,0.499285666,0.500714334,0.025375876,0.050615688,0.21715763,0.113341044,0.092795428,0.027144704,0.055377917,0.205728281,0.114905776,0.097557657,1.0,12.0,5.0,548.0,233.0,Alameda,0.928628159833484,0.330731520280448,0.111480842439679,0.008298414263413,0.1958891353764412,0.0372333141620792,0.2449949333114233,0.071371840166516
94541,61635,16.5,18.3,16.9,26.3,5.2,9.0,4.4,4.6,27.3,12.7,9.4,27.4,2.7,51280,8670,13690,15290,13630,52807,467.0,91.0,80448.0,0.481794042,0.518205958,0.019642792,0.100196428,0.09610418,0.175239169,0.090611473,0.021898076,0.099978175,0.118893456,0.167509367,0.109926885,1.0,32.0,14.0,548.0,233.0,Alameda,0.9290662772775208,0.4043644033422568,0.1454530704956599,0.0117627971120305,0.1273302506692626,0.0178632270625456,0.2222925285957654,0.0709337227224791
94542,12717,10.5,16.8,17.2,23.6,5.0,8.7,3.6,3.7,26.0,10.1,7.5,22.7,2.2,12369,1044,2057,4137,5131,12645,70.0,11.0,121354.0,0.51213445,0.48786555,0.038602718,0.084910812,0.173780488,0.134358694,0.080481738,0.027302512,0.071365732,0.15967419,0.131871132,0.097651984,1.0,,,,,Alameda,0.9241173232680664,0.4320201305339309,0.1456318314067783,0.0067626012424313,0.233702917354722,0.0147047259573798,0.0912951167728237,0.0758826767319336
94545,29707,14.4,18.4,14.8,27.1,5.4,8.1,4.5,4.4,29.5,11.6,10.2,23.3,2.8,26498,3799,7205,8398,7096,27083,253.0,52.0,91310.0,0.496670721,0.503329279,0.033568661,0.083940462,0.182778036,0.120731814,0.075651749,0.032477711,0.083564272,0.170664727,0.128080053,0.088542516,5.0,43.0,17.0,548.0,233.0,Alameda,0.9304877638267076,0.2860941865553573,0.0949944457535261,0.0109401824485811,0.3517016191470024,0.0373649308243848,0.1493923990978557,0.0695122361732925
94546,42209,9.8,21.6,16.3,27.6,7.0,8.6,4.9,4.8,30.7,10.8,8.6,23.8,2.8,34982,2810,7338,10819,14015,36039,358.0,71.0,97179.0,0.49361325,0.50638675,0.025149737,0.074807481,0.158813104,0.138919448,0.095923481,0.021146559,0.069154138,0.155237746,0.143533798,0.117314509,1.0,13.0,4.0,548.0,233.0,Alameda,0.9343268023407332,0.6310976332061883,0.0592764576275202,0.0062308986235163,0.1654623421545168,0.0071785638134047,0.0650809069155867,0.0656731976592669
94547,24092,9.8,17.6,14.8,25.9,5.2,7.8,3.7,3.5,27.9,9.5,10.0,20.1,2.5,20615,1528,3275,7399,8413,21108,141.0,19.0,117018.0,0.488485286,0.511514714,0.034138537,0.081076209,0.131934742,0.139122989,0.102212808,0.028460048,0.068051737,0.133647303,0.148767407,0.132588219,,2.0,0.0,268.0,103.0,Contra Costa,0.938402789307654,0.220778681720073,0.1893574630582766,0.0042337705462394,0.4548812883944877,0.0042337705462394,0.0649178150423377,0.061597210692346
94548,412,11.5,23.0,18.9,28.4,7.2,9.1,5.8,5.8,30.5,12.4,10.3,26.1,3.1,249,0,38,169,42,265,,0.0,104773.0,0.483486883,0.516513117,0.025413804,0.072884135,0.143855403,0.139678326,0.101655215,0.017098688,0.079832917,0.139209869,0.150687071,0.129684572,,,,,,Contra Costa,0.9320388349514565,0.8519417475728155,0.0169902912621359,0.0072815533980582,0.0145631067961165,0.0024271844660194,0.0388349514563106,0.0679611650485436
94549,26864,5.3,23.2,17.3,26.9,8.6,8.1,4.9,4.2,32.0,7.4,8.0,20.8,2.5,22459,668,1452,4895,15444,23410,188.0,34.0,178056.0,0.580901857,0.419098143,0.082228117,0.137931034,0.114058355,0.156498674,0.090185676,0.0,0.119363395,0.198938992,0.055702918,0.045092838,1.0,6.0,0.0,268.0,103.0,Contra Costa,0.9589785586658726,0.8491289458010721,0.0073332340678975,0.0026429422275163,0.0888549731983323,0.0011167361524717,0.0099017272185824,0.0410214413341274
94550,46896,8.1,21.0,18.4,25.6,6.9,8.6,4.4,4.4,30.0,10.2,7.3,24.0,2.4,38904,2038,6757,12494,17615,40189,392.0,88.0,139387.0,0.469139117,0.530860883,0.016680651,0.104312804,0.075281087,0.150897802,0.121966773,0.027857023,0.09736533,0.103406612,0.165833193,0.136398725,5.0,12.0,2.0,548.0,233.0,Alameda,0.9505928010917776,0.7951850904128284,0.0188502217673149,0.0049044694643466,0.0739508700102354,0.0030919481405663,0.0546102012964858,0.0494071989082224
94551,36867,10.5,18.0,19.6,23.0,5.4,8.8,3.6,4.1,26.9,11.7,7.0,25.0,2.1,35397,3025,6433,11570,14369,36464,195.0,41.0,118967.0,0.483582801,0.516417199,0.030670584,0.080954461,0.118215746,0.147397467,0.106344543,0.031762417,0.084309366,0.11734228,0.155119705,0.127883432,,10.0,0.0,548.0,233.0,Alameda,0.9429842406488188,0.6925705915859712,0.022838853174926,0.0068896302926736,0.0948002278460411,0.0036618113760273,0.1222231263731792,0.0570157593511812
94552,14454,7.1,19.3,15.1,25.8,6.2,7.6,4.0,3.6,31.5,8.5,8.2,20.3,2.3,11689,680,1314,2932,6763,12106,99.0,22.0,162583.0,0.494822877,0.505177123,0.046287082,0.084570267,0.140322273,0.154466725,0.06917653,0.034768247,0.084866708,0.154212633,0.145996993,0.085332543,,,,,,Alameda,0.9430607444306074,0.5022139200221392,0.0407499654074996,0.0029057700290577,0.3713850837138508,0.0047045800470458,0.0211014252110142,0.0569392555693925
94553,47065,9.1,21.5,19.1,25.8,6.8,9.0,4.6,4.9,29.3,11.4,8.5,24.0,2.6,39656,2526,8215,14554,14361,41036,375.0,58.0,103728.0,0.482126121,0.517873879,0.02644263,0.08193868,0.096398447,0.146338198,0.131008167,0.018610256,0.090507431,0.104565538,0.159860758,0.144329897,2.0,6.0,1.0,268.0,103.0,Contra Costa,0.9392117284606396,0.76827791352385,0.0335280994369489,0.0073515351110166,0.0755125889726973,0.0041007117815786,0.0504408796345479,0.0607882715393604
94555,34143,8.5,14.5,14.2,22.2,4.5,6.6,3.0,2.7,27.6,8.4,7.5,16.7,1.8,28395,1656,4344,6116,16279,29202,138.0,18.0,147358.0,0.488751406,0.511248594,0.035433071,0.076028443,0.135103648,0.142013498,0.100172746,0.028764262,0.063213081,0.138799614,0.150550378,0.12992126,3.0,,,,,Alameda,0.9378789210086989,0.2213630905310019,0.0365228597369885,0.0029288580382508,0.6349764226927921,0.005184078727704,0.0369036112819611,0.0621210789913012
94556,15229,5.5,23.5,16.0,27.8,8.7,8.1,5.2,4.3,32.2,7.1,8.6,19.7,2.7,12642,189,1113,2944,8396,13113,123.0,20.0,141366.0,0.487655284,0.512344716,0.035422839,0.096392744,0.129762462,0.149384064,0.076693175,0.029757264,0.100472998,0.159051926,0.130516139,0.09254639,,2.0,0.0,268.0,103.0,Contra Costa,0.9512115043666688,0.7699126666228905,0.0114912338301923,0.0017072690262,0.1537198765513165,0.0009192987064153,0.0134611596296539,0.0487884956333311
94558,66830,13.1,23.3,18.4,28.9,7.4,8.9,5.7,5.8,31.6,12.2,9.6,28.6,3.1,53700,7712,10751,17631,17606,55684,620.0,160.0,93052.0,0.481860239,0.518139761,0.010226443,0.099281714,0.104821037,0.133369856,0.134161188,0.017531045,0.103420989,0.101107865,0.139091794,0.156988069,,21.0,8.0,40.0,16.0,Napa,0.966242705371839,0.7724674547358971,0.0097860242406105,0.0073469998503666,0.0236121502319317,0.0020350142151728,0.1509950620978602,0.033757294628161
94559,27184,14.5,20.4,20.0,25.8,6.1,9.2,4.7,5.3,28.6,13.2,8.5,29.3,2.7,21629,3327,4481,7365,6456,22382,202.0,48.0,76961.0,0.49498646,0.50501354,0.025367782,0.083393105,0.135343629,0.131947596,0.118934348,0.022864671,0.082309888,0.12689746,0.138154139,0.134787382,11.0,9.0,4.0,40.0,16.0,Napa,0.960197174808711,0.7451442024720424,0.0069526191877575,0.009748381400824,0.0204899941141848,0.0010668040023543,0.1767951736315479,0.0398028251912889
94560,42573,13.3,17.2,16.7,24.4,5.2,8.0,3.9,3.9,28.1,11.0,8.5,23.2,2.3,37156,3762,11300,10549,11545,38435,238.0,41.0,116856.0,0.510672997,0.489327003,0.027905628,0.098358279,0.152176277,0.131083971,0.101148842,0.031892147,0.057985721,0.15699634,0.12365455,0.118798246,,8.0,1.0,548.0,233.0,Alameda,0.9342541047142556,0.4126089305428323,0.0470251098113828,0.0065534493693185,0.2717919808329223,0.0145867098865478,0.1816879242712517,0.0657458952857444
94561,36515,13.8,18.4,20.2,23.6,5.2,9.4,4.0,4.8,25.8,13.6,8.6,26.2,2.4,30213,3724,8496,12662,5331,31622,231.0,42.0,104089.0,0.50516207,0.49483793,0.030294037,0.076296877,0.172139662,0.137499735,0.088931759,0.02738971,0.078332026,0.150749401,0.142290814,0.096075979,1.0,6.0,6.0,268.0,103.0,Contra Costa,0.929754895248528,0.6428317129946597,0.0715048610160208,0.0090921539093523,0.061782828974394,0.0039161988224017,0.1406271395316993,0.070245104751472
94574,8742,11.0,25.1,17.1,30.5,8.3,8.7,6.1,5.8,33.4,10.5,9.9,27.9,3.2,7386,823,1271,1804,3488,7520,82.0,20.0,93587.0,0.777777778,0.222222222,0.0,0.194444444,0.583333333,0.0,0.0,0.0,0.0,0.0,0.222222222,0.0,,3.0,2.0,40.0,16.0,Napa,0.975177304964539,0.7939830702356441,0.0050331731869137,0.0061770761839396,0.0183024479524136,0.0016014641958361,0.1500800732097918,0.0248226950354609
94563,17672,4.7,24.3,15.8,28.4,9.3,7.9,5.3,4.1,33.5,6.4,8.4,20.1,2.7,15086,469,507,2128,11982,15868,132.0,22.0,222930.0,0.499846962,0.500153038,0.040825936,0.116050197,0.142325713,0.132955054,0.067690062,0.03453959,0.097238245,0.157276387,0.132013279,0.079085537,4.0,4.0,0.0,268.0,103.0,Contra Costa,0.9557492077863288,0.8233929379809869,0.0083748302399275,0.0011883205070167,0.1145880488909008,0.0013580805794477,0.0068469895880488,0.0442507922136713
94564,18287,11.1,21.6,15.9,28.2,6.8,8.7,5.0,4.9,30.0,10.7,10.4,22.9,3.0,15945,1635,2974,6589,4747,16280,174.0,23.0,100240.0,0.474445123,0.525554877,0.018631643,0.09244553,0.058236612,0.159234372,0.145896966,0.019446141,0.101506821,0.082671554,0.16793932,0.153991041,1.0,7.0,3.0,268.0,103.0,Contra Costa,0.9310439109750096,0.4627330890796741,0.133701536610707,0.008038497293159,0.2279214742713403,0.0034450702684967,0.0952042434516323,0.0689560890249904
94565,84641,18.7,18.5,17.2,26.3,4.8,9.6,4.6,5.2,26.6,14.2,10.9,27.5,3.0,72728,15970,19719,24555,12484,75307,558.0,91.0,71629.0,0.464641745,0.535358255,0.020404984,0.053894081,0.145846314,0.119003115,0.12549325,0.025233645,0.07258567,0.148805815,0.143717549,0.145015576,2.0,21.0,17.0,268.0,103.0,Contra Costa,0.9287106721328908,0.3778310747746364,0.1613402488155858,0.0087664370695053,0.1419288524473954,0.0093571673302536,0.229486891695514,0.0712893278671093
94566,40884,6.9,20.6,16.9,25.5,7.0,8.1,4.2,4.0,30.7,8.7,7.3,22.0,2.3,35113,1634,4008,8344,21127,36482,247.0,36.0,161204.0,0.501356595,0.498643405,0.039387331,0.099159423,0.17167839,0.12328122,0.067850232,0.033223782,0.083607212,0.163375004,0.134830195,0.083607212,6.0,15.0,2.0,548.0,233.0,Alameda,0.9549212405831132,0.7185940710302319,0.0143087760493102,0.0035221602582917,0.1848644946678407,0.0014675667742882,0.0321641718031503,0.0450787594168868
94567,623,10.8,23.6,19.7,28.3,6.9,9.5,5.2,6.2,31.7,14.0,9.0,29.7,2.9,493,55,126,170,142,507,,,53125.0,0.493147103,0.506852897,0.021114331,0.094175582,0.105223019,0.171834485,0.100799686,0.018129126,0.101475171,0.098075959,0.170614255,0.118558386,,,,,,Napa,0.9341894060995184,0.8330658105939005,0.0016051364365971,0.0128410914927768,0.0144462279293739,0.0016051364365971,0.0706260032102728,0.0658105939004815
94568,46016,8.5,14.7,19.1,20.9,4.6,7.8,2.8,2.9,24.9,9.2,6.0,21.6,1.7,41139,2032,4865,8544,25698,42252,200.0,34.0,146103.0,0.431610942,0.568389058,0.024316109,0.06231003,0.110942249,0.12006079,0.113981763,0.009118541,0.155015198,0.103343465,0.164133739,0.136778116,20.0,15.0,5.0,548.0,233.0,Alameda,0.9403902990264256,0.5134735744089013,0.0944671418636995,0.0053459666203059,0.2675156467315716,0.0062369610570236,0.0533510083449235,0.0596097009735744
94569,198,6.8,26.9,17.2,31.1,8.7,9.2,6.3,6.3,33.9,11.3,10.3,24.4,3.4,180,32,0,84,64,180,,0.0,181116.0,0.494982736,0.505017264,0.038897281,0.094842469,0.151417062,0.143864192,0.065961732,0.033340527,0.093116098,0.153952669,0.146633578,0.077974392,1.0,,,,,Contra Costa,0.9545454545454546,0.8939393939393939,0.0151515151515151,0.0101010101010101,0.0353535353535353,0.0,0.0,0.0454545454545454
94571,7911,9.8,33.6,14.6,38.5,10.4,9.5,8.9,8.5,38.7,12.5,13.7,31.1,4.7,9522,930,2085,3511,2996,9742,140.0,26.0,68226.0,0.538888889,0.461111111,0.0,0.0,0.2,0.338888889,0.0,0.0,0.0,0.155555556,0.0,0.305555556,,,,,,Solano,0.963215775502465,0.813550752117305,0.0471495386171154,0.0079635949943117,0.0468967260776134,0.0027809379345215,0.0448742257615977,0.036784224497535
94572,8684,13.3,21.3,16.1,28.7,6.0,9.3,5.2,5.5,30.4,13.2,11.2,25.3,3.2,8057,1192,2015,3026,1824,8366,83.0,13.0,75142.0,0.503818953,0.496181047,0.004148986,0.060914663,0.077510608,0.081659595,0.279585101,0.006129184,0.030928807,0.04950495,0.114285714,0.29533239,,,,,,Contra Costa,0.9206586826347304,0.437125748502994,0.1620221096269,0.0061031782588668,0.2063565177337632,0.0071395670198065,0.1019115614923998,0.0793413173652694
94573,94,10.2,23.1,17.7,29.9,8.0,8.2,6.0,5.0,33.4,9.4,10.2,27.6,3.0,29,0,0,17,12,29,0.0,0.0,76437.11,0.475250385,0.524749615,0.026290447,0.082241911,0.170165639,0.111228814,0.085323575,0.032646379,0.082916025,0.160053929,0.147053159,0.102080123,,,,,,Napa,0.946808510638298,0.8085106382978723,0.0,0.0,0.0,0.0,0.1382978723404255,0.0531914893617021
94575,974,8.1,3.6,27.7,6.1,1.1,10.2,0.7,1.1,8.1,5.2,1.2,12.8,0.4,1178,4,472,654,48,1178,,0.0,76437.11,0.473792395,0.526207605,0.018271097,0.049103574,0.118191161,0.124243462,0.163983099,0.029233756,0.059952038,0.114422748,0.134635149,0.187963915,1.0,,,,,Contra Costa,0.9291581108829567,0.6457905544147844,0.1108829568788501,0.0051334702258726,0.0780287474332648,0.0112936344969199,0.0780287474332648,0.0708418891170431
94576,164,8.5,26.0,17.6,30.1,8.0,9.3,5.4,6.1,34.1,11.7,9.6,28.6,3.0,105,25,28,26,26,105,,,76437.11,0.307300509,0.692699491,0.0,0.0,0.282682513,0.001697793,0.022920204,0.0,0.0,0.686757216,0.005942275,0.0,,,,,,Napa,0.9634146341463414,0.8780487804878049,0.0060975609756097,0.024390243902439,0.0365853658536585,0.0,0.0182926829268292,0.0365853658536585
94577,45560,13.5,20.4,14.9,28.5,6.1,8.6,4.9,4.8,30.0,11.7,10.0,24.7,3.0,38720,5997,8700,11579,12444,39920,374.0,72.0,78444.0,0.533333333,0.466666667,0.0,0.0,0.0,0.019047619,0.514285714,0.0,0.0,0.0,0.266666667,0.2,5.0,21.0,6.0,548.0,233.0,Alameda,0.941747146619842,0.40342405618964,0.1289947322212467,0.0085381913959613,0.2478050921861281,0.0077260755048287,0.1452589991220368,0.058252853380158
94578,38558,16.1,18.7,15.7,27.6,5.1,9.3,4.6,4.9,27.8,13.6,9.9,26.9,2.9,32375,6359,8286,9875,7855,33230,262.0,55.0,66450.0,0.477979112,0.522020888,0.026446038,0.067341974,0.138186318,0.138878403,0.107126379,0.025774926,0.068390588,0.149238706,0.156327335,0.122289334,1.0,23.0,11.0,548.0,233.0,Alameda,0.9432024482597644,0.333316043363245,0.2029150889568961,0.0080917060013486,0.2063125680792572,0.0097515431298303,0.1828154987291872,0.0567975517402354
94579,20571,13.4,20.6,13.3,29.1,6.2,8.0,5.2,5.0,31.7,11.8,10.7,21.8,3.0,18020,3100,4817,4928,5175,18363,168.0,35.0,88991.0,0.470321271,0.529678729,0.036784904,0.077343843,0.159775469,0.121748477,0.074668578,0.034635137,0.077917115,0.176352562,0.140379792,0.100394124,,1.0,1.0,548.0,233.0,Alameda,0.9496378396772156,0.3536532011083564,0.0660638763307568,0.0068543094647805,0.424967186816392,0.0059306791113703,0.0921685868455592,0.0503621603227845
94580,27152,14.9,19.3,15.8,26.6,5.7,8.5,4.7,4.8,29.6,12.3,9.5,24.3,2.8,23850,4013,6458,7587,5792,24809,213.0,47.0,96493.0,0.508568295,0.491431705,0.022300416,0.076040762,0.143444683,0.148288626,0.118493808,0.023899831,0.054288717,0.142302244,0.155097564,0.115843349,4.0,5.0,5.0,548.0,233.0,Alameda,0.9369475545079552,0.443319092516205,0.0629419563936358,0.0101281673541543,0.2421921037124337,0.0080657041838538,0.1703005303476723,0.0630524454920447
94582,38537,6.8,14.2,17.3,19.5,4.6,7.1,2.6,2.5,25.2,7.7,6.4,17.5,1.6,29424,884,2439,5223,20878,31221,99.0,16.0,175490.0,0.492915245,0.507084755,0.029027814,0.080556284,0.162162162,0.131330359,0.089838625,0.026043033,0.082097875,0.157504592,0.127033587,0.114405668,6.0,,,,,Contra Costa,0.9460777953654927,0.4195448529984171,0.0313464981705893,0.0019202325038274,0.4760360173339907,0.0016866907128214,0.0155435036458468,0.053922204634507
94583,34859,6.9,18.1,18.7,22.5,6.2,7.9,3.6,3.4,27.7,8.4,7.1,20.1,2.0,26154,1308,2843,5934,16069,27264,209.0,37.0,152656.0,0.498261932,0.501738068,0.026681699,0.135005637,0.095217963,0.188650883,0.05270575,0.023651823,0.123567268,0.104425028,0.192267944,0.057826005,4.0,22.0,8.0,268.0,103.0,Contra Costa,0.9475601709744972,0.6638457787085115,0.0253306176310278,0.0038153704925557,0.2238159442324794,0.0026392036489859,0.0281132562609369,0.0524398290255027
94585,28263,13.0,19.4,19.4,26.2,5.0,9.5,4.1,4.6,26.7,13.7,9.5,30.3,2.7,22514,2378,6037,9791,4308,23363,184.0,19.0,82848.0,0.505918084,0.494081916,0.029888451,0.115154268,0.113593142,0.163350458,0.083931765,0.031563112,0.081036587,0.114870427,0.161533876,0.105077914,,1.0,0.0,108.0,51.0,Solano,0.9008243993914304,0.3881399709868025,0.2021724516151859,0.0069702437816226,0.1886565474295014,0.0119590984679616,0.1029260871103562,0.0991756006085695
94586,925,5.5,22.4,17.6,26.8,7.7,8.4,4.6,4.2,33.3,8.0,7.6,22.9,2.4,688,43,113,219,313,711,,,133125.0,0.497171888,0.502828112,0.034445385,0.095850974,0.173818798,0.124606266,0.068450466,0.029398815,0.077764606,0.16426757,0.127417443,0.103979678,,1.0,0.0,548.0,233.0,Alameda,0.9416216216216216,0.8508108108108108,0.001081081081081,0.0064864864864864,0.0551351351351351,0.0075675675675675,0.0205405405405405,0.0583783783783783
